reservoir,n_train,n_test,passthrough_KGE,passthrough_r,passthrough_alpha,passthrough_beta,passthrough_NSE,passthrough_logNSE,passthrough_RMSE,persist_KGE,persist_r,persist_alpha,persist_beta,persist_NSE,persist_logNSE,persist_RMSE,ridge_KGE,ridge_r,ridge_alpha,ridge_beta,ridge_NSE,ridge_logNSE,ridge_RMSE,rf_KGE,rf_r,rf_alpha,rf_beta,rf_NSE,rf_logNSE,rf_RMSE,xgb_KGE,xgb_r,xgb_alpha,xgb_beta,xgb_NSE,xgb_logNSE,xgb_RMSE,phys_KGE,phys_r,phys_alpha,phys_beta,phys_NSE,phys_logNSE,phys_RMSE,phys_KGE_r,phys_KGE_alpha,phys_KGE_beta,lgbm_KGE,lgbm_r,lgbm_alpha,lgbm_beta,lgbm_NSE,lgbm_logNSE,lgbm_RMSE,lgbmphys_KGE,lgbmphys_r,lgbmphys_alpha,lgbmphys_beta,lgbmphys_NSE,lgbmphys_logNSE,lgbmphys_RMSE,cb_KGE,cb_r,cb_alpha,cb_beta,cb_NSE,cb_logNSE,cb_RMSE,cbphys_KGE,cbphys_r,cbphys_alpha,cbphys_beta,cbphys_NSE,cbphys_logNSE,cbphys_RMSE,lstm_KGE,lstmphys_KGE,lstm_r,lstmphys_r,lstm_alpha,lstmphys_alpha,lstm_beta,lstmphys_beta,lstm_NSE,lstmphys_NSE,lstm_logNSE,lstmphys_logNSE,lstm_RMSE,lstmphys_RMSE,passthrough_KGE_hi,passthrough_NSE_hi,persist_KGE_hi,persist_NSE_hi,ridge_KGE_hi,ridge_NSE_hi,rf_KGE_hi,rf_NSE_hi,xgb_KGE_hi,xgb_NSE_hi,phys_KGE_hi,phys_NSE_hi,lgbm_KGE_hi,lgbm_NSE_hi,lgbmphys_KGE_hi,lgbmphys_NSE_hi,cb_KGE_hi,cb_NSE_hi,cbphys_KGE_hi,cbphys_NSE_hi,persist_KGE_for_tier,tier
ResOpsUS_1026,21640,1463,0.0042836934625873,0.5254276069440518,1.875346791618376,0.9999645447727727,-1.5462076360251964,0.177276507675555,246.55476248742556,0.926316230434633,0.9386179445296524,1.04003101431973,1.0076849890130617,0.8706714730529945,0.6098199956345483,55.56657814062084,0.7768923691266784,0.895154531336207,0.8072531626531249,0.9595883760861652,0.7922598008408543,0.4321634197548893,70.42498441351319,0.8913183456216442,0.9440274438185764,0.9293607537240346,1.0607360834965285,0.8880019445914497,0.4307503423855853,51.70966554843068,0.8796802952059365,0.9392190971426182,0.9053965477892756,1.042810046010081,0.8795126196995858,0.4743622339750351,53.63363951025805,0.9567185416305948,0.9626887585693072,0.9948985421904,1.021333800170152,0.9253656451493532,0.6356982531539783,42.21199511948366,0.9626887585693072,0.9948985421904,1.021333800170152,0.878717999835948,0.9323761098200593,0.909711621406513,1.04454595078886,0.8672134816665837,,56.30454841904318,0.9322695486597226,0.952702825612261,0.9528622071430116,1.0113322468321666,0.907539228224978,0.6365326290309261,46.98348688111173,0.8353654216405445,0.93271091309608,0.8560196602106748,1.0429695814429565,0.8625811503970872,0.4539502204959967,57.27823698478539,0.9300019406429418,0.9579748817196504,0.9448289563015028,1.0094748975981482,0.91747076123039,0.6382299877611846,44.38849366377796,0.7195731772433778,0.6678842946206857,0.823606296817916,0.837827178158924,0.7871795445260504,0.7104001836013771,1.047243180787766,0.9884776756864724,0.6751784352053332,0.6856083619053159,0.4122529961936054,0.4401916842543908,82.74147959892754,81.40223871009236,-0.8827756959586761,-5.954239482149474,0.838371039221457,0.7544414276648465,0.8517893008215642,0.7537651380954101,0.9248963114382948,0.9095045159410992,0.8712730513916765,0.8703818384008319,0.9237856520355192,0.9067997873012306,0.8420013131113617,0.832186557262409,0.8885500454248608,0.8463962976802396,0.7793757947579425,0.8279261017158266,0.8921145135099413,0.8726634096408721,0.926316230434633,hard
ResOpsUS_882,21651,1096,0.8287439403552589,0.8373740917243605,0.948389291132917,1.0147575964439886,0.688469342595011,0.4343748266939302,0.6026120189956023,0.9929444916315212,0.9929453311905964,1.000050426021797,0.999903545121281,0.9858899312026091,0.9904937979753644,0.1282484010514859,0.809278020887042,0.9673312929733084,0.8166766078108737,1.0412330301365245,0.9098974759879536,0.8614479809201098,0.3240827176360202,0.8768127738796198,0.9183873400209742,0.9185922038093391,1.0434423425906276,0.8399547327933916,0.6672145625754533,0.4319254670350123,0.8913155475002993,0.9189821475607808,0.9487475447392985,1.0512015979345015,0.8388073238491933,0.6778651429662232,0.4334709986769733,0.9444272561842588,0.9904078156200466,0.945615819326311,0.9937806152649528,0.9788299814559048,0.981959543579174,0.1570898094120889,0.9904078156200466,0.945615819326311,0.9937806152649528,0.890208158817961,0.9212532549887013,0.9429450689903836,1.0509699263071417,0.8434457939924074,0.7000649730237463,0.4271887072065572,0.9688880048795668,0.9940076100405384,0.970296121966939,0.992948253213236,0.9873971850329444,0.9861559196667692,0.1212051779717218,0.8930890603209842,0.9279621642667768,0.92716109689818,1.0305776624490322,0.859388777687367,0.7181180358022956,0.4048530219459237,0.9301926887739635,0.9905631804130058,0.9315572695379656,0.990020030882184,0.977550030262608,0.9762184475603596,0.1617689898253812,0.9052932915242412,0.9695394400216008,0.9202053419008416,0.974310872972416,0.9496727238282971,1.0114350618356425,1.008326970775015,0.9882887307445628,0.8457820620955656,0.9476513068790022,0.6807080565655029,0.9337343172711036,0.428505665835892,0.249656021198916,0.7339976872547918,0.5278512363908656,0.9749169121734456,0.9523288983586244,0.7358523204526831,0.8160657072112929,0.8823537159676442,0.8279587958224547,0.8976072638477132,0.8090173440807956,0.8557400283972866,0.9286872660728336,0.8935663393323601,0.7889891298076255,0.9263566128347592,0.9652014145889876,0.8926692713220051,0.8364282978105422,0.862795686311005,0.9320124641906162,0.9929444916315212,easy
ResOpsUS_898,21198,1096,0.5557645394476094,0.7141544679789589,0.661447876750041,1.031936438103633,0.5066773812163541,-0.0312396215200911,43.50381697749422,0.9887458076294492,0.98874580770306,0.99999938712491,1.0000011319189588,0.977491629199861,0.9914386873570517,9.29252802502112,0.9421903356945232,0.9844506623728428,0.9446181655640375,0.994253018098495,0.967538304703196,,11.159569659784491,0.9233544547198284,0.934143772335614,0.96209465741235,1.0100340366963807,0.8717879333959395,0.8293221354222793,22.17820018848911,0.932577299930412,0.94439663662146,0.9726949920304806,1.0266180954512552,0.890694332824798,,20.477794891295076,0.9837328572858904,0.9883750156238,0.9916949433823667,1.0077785413100546,0.9768408552374044,,9.425906071352657,0.9883750156238,0.9916949433823667,1.0077785413100546,0.9340519854150118,0.9471674785780267,0.9681838212217152,1.0233579981129977,0.8963843217708231,,19.937678382406336,0.9847808226552082,0.988737011564969,0.9898370279888862,1.0012175592248012,0.9775988522572766,,9.270368209131956,0.9271978697455012,0.9485206616564504,0.951466013923884,1.0171604221645836,0.8995207275275222,,19.63360683473857,0.9849539293768352,0.988467842456539,0.9903456981704126,1.0004336355304624,0.9770650457563352,,9.380171700139671,0.8353575446035199,0.932075570110391,0.9250279285240968,0.9735250632482292,0.8805746832522658,1.033461175734267,0.9150063511943548,1.0528503133226157,0.8495611497608596,0.9425581860756508,,,24.17135810126911,14.93602812202978,0.1666926034553543,-0.8322131250589826,0.9787155559136944,0.97259899124976,0.8617681657012602,0.937197483121683,0.7552095617581077,0.4370098288170292,0.7979962774602432,0.5981790786413794,0.9639749520545816,0.9343336759517782,0.8137943133396915,0.6266735661293827,0.9622608081646222,0.9372945077423288,0.8393100730810541,0.6513705685278618,0.9411025119405602,0.927997885519676,0.9887458076294492,easy
ResOpsUS_497,20577,1556,0.5345736932724487,0.7720490301148835,1.4056093779776109,0.9881241918549104,0.1945176182999516,,3.388976445810308,0.9811008715627656,0.9811008744883648,1.0000046069260695,0.999990547023494,0.9622015747309204,0.9735139171630686,0.7341374535951753,0.689247966909412,0.9668235571115608,0.6929660036575355,1.034587205686199,0.8585337301027104,0.7406633246286538,1.420257132102032,0.7682309569225743,0.8868028857555803,0.8029062007360029,1.045357876355101,0.7772892708218581,0.5471494726938311,1.7820139421310064,0.7862149327189656,0.8975393089522804,0.8145870222128923,1.0287730681453626,0.7978541190108422,0.6005551835946557,1.6977470160298025,0.9384655027003626,0.9816286693669158,0.9434936079618874,0.9839994928979074,0.9618803023788892,0.9641637391453716,0.7372507976997243,0.9816286693669158,0.9434936079618874,0.9839994928979074,0.7780867945255305,0.8955033799440448,0.8088083453148287,1.0420913095493796,0.7926092337418168,0.5694789087849428,1.719630881761489,0.9582413517209514,0.9846654228137516,0.962795428132976,0.98884404729287,0.9689611803145148,0.96533484070547,0.6652626272939207,0.7708383335180102,0.8973649820431825,0.8020541022057387,1.0529012667166897,0.793334822330421,0.5591207147229915,1.7166200490301993,0.9656381415910212,0.9852555816916548,0.9694343325004569,0.9946074669797398,0.9704486879772836,0.9589523848198434,0.6491258605914673,0.8557988319627935,0.9131992563318422,0.8772990528030208,0.9333369638696538,0.926300265064201,0.9457157806535366,1.0175158068798376,0.9880153329134912,0.7669392935611311,0.8708180188607573,0.5977857945234443,0.7344639003366118,1.8359440001301777,1.3668657811433451,0.3708512590512395,-0.2349509948645505,0.9553270092959248,0.9228155687015708,0.585058570741281,0.7454170499128252,0.7422259421492485,0.6786822460072737,0.7536997450461167,0.7134712920646124,0.900296792230086,0.9206970245701585,0.7454227634941544,0.7146902389985571,0.9235537354510536,0.9367439369620736,0.7366837659810344,0.7235033697607931,0.9405032988993316,0.9424810842578398,0.9811008715627656,medium
ResOpsUS_529,19400,1672,0.5356283472568462,0.7620402559173635,1.1775740469706686,1.3570485259877054,0.3709467763277537,,0.7138655440292332,0.9766974930609652,0.9767010600238376,0.999969152395077,0.9995934608798492,0.95340350844406,0.9621642026288166,0.1942895012271155,0.7302644891226338,0.91714450248158,0.9619077966749456,1.2538527061212694,0.820401688066865,0.6292587612822945,0.3814379059584879,0.5500324839926503,0.8617501954093078,1.0582306186051282,1.4242251195407034,0.6516490448199305,0.4048631242474787,0.5312283295324841,0.6219424445950257,0.8765373196776207,0.9407244776781312,1.3523789071721928,0.7280712547882353,0.4467119872606289,0.4693537408915178,0.9226576620104108,0.9738128053068617,0.9476678612984432,1.0505708941854952,0.946883764240638,0.9063673138067112,0.2074370698917438,0.9738128053068617,0.9476678612984432,1.0505708941854952,0.6171519360168916,0.8766174537530951,0.97448247596054,1.3615221201311758,0.7208550962354678,0.4405500721345339,0.4755405722821285,0.9182166853215046,0.9770009472729528,0.9438591925730634,1.0548430841119636,0.9525573926904038,0.9140908487102746,0.1960455544447222,0.5630757077235922,0.8678609134009782,0.9815897755710292,1.4160566819683238,0.6898854721628913,0.393333376169205,0.501226218516671,0.907992385617114,0.9766435551276508,0.9821604063163752,1.087187306900477,0.9515905719300096,0.9043851523893972,0.1980330608982422,0.6340668600414364,0.9160100391976446,0.8991783946369571,0.9436758465836208,1.1629820622836535,0.980043959966,1.3117353271378138,1.0590225357272185,0.7107684162085183,0.8881919513330291,0.5340650909155131,0.8292137516133335,0.4881381904619025,0.3034984399306231,0.2724392626874976,0.1731131696013602,0.96693993877549,0.9407308374417832,0.6431653071504246,0.7629757528348405,0.5654368386952257,0.5804226086264818,0.6767454463053098,0.7504969719271979,0.9024198449059754,0.9459299057804492,0.6589692998477461,0.7317261812098039,0.8878728688534324,0.9503244442332625,0.6208124508146093,0.6820653537856998,0.9037726949768352,0.946560921377128,0.9766974930609652,medium
ResOpsUS_936,18998,1096,-0.1497394424272615,0.0002575943698048,1.5596367378293907,0.9039654774084954,-2.432806733755073,,0.5818541883778502,0.9077456670924064,0.9077456670924064,1.0,1.0,0.8154913341848103,0.8104890790686374,0.1348956274012275,-3.5666417592033737,-0.0057336629687931,5.444026591457805,1.3055231750413996,-29.711427458224517,,1.7403615889964823,-1.052258505333016,-0.0376697483765497,1.333806252444168,2.7388444012748905,-2.254412296353211,-5.978105574842875,0.5665337332011608,-0.1858536226918545,-0.0267769929454847,0.967908373933709,1.5924085994865746,-1.0321949887578017,-4.044271322601797,0.447684621586694,0.4650477857287595,0.5821736960347692,0.6701515572121458,0.947131710270849,0.3308395574134392,0.3629628757364516,0.2568943886186395,0.5821736960347692,0.6701515572121458,0.947131710270849,-0.1534356363005051,-0.0446031925124135,0.9314856550147422,1.484276493144222,-0.9798379087040552,-3.617899508732076,0.4418799599189206,0.4598510594158884,0.6995296532451584,0.5609289696029586,0.9067525925226684,0.469053508668027,0.4786321754771747,0.2288310038235475,-0.0158314629403331,0.004348436403737,0.8431818150804261,1.126489453656598,-0.7056062699788994,-2.929639685480412,0.4101369335941661,0.0443175428764838,0.276351540251194,0.4423199792645007,0.7195452620666302,0.0390724633664033,,0.3078469162566516,-0.1509125293688742,-0.18114069198634,0.1155971901310998,0.0269581411652553,0.3977607457863221,0.3581637225846359,1.423956602541353,0.8093981421523315,-0.088226869139012,-0.1134116627932151,-0.8774149782661795,-0.6274492577994792,0.3319962027319876,0.3358159171005947,-2.117589707573106,-1.9118224810737607,1.0,1.0,-3.87053407257174,-10.214486745628149,-0.8299523519712775,-1.448287390631887,-0.237462421063985,-0.5471056626108013,0.6519609856528978,0.3002309140732345,-0.2684169196463128,-0.7098518904784259,0.764936054864369,0.8292009596573989,-0.0819718327736946,-0.4109369051285081,0.4315909798160224,0.3748880499261215,0.9077456670924064,hard
ResOpsUS_1848,20424,1461,-1.2458395562656066,-0.1290652276793784,2.936933163048142,1.1315178543655933,-9.411194352788709,-1.4740216598367128,168.85421938974068,0.9280380631438514,0.9280426144730262,1.000340446438214,0.999265751790272,0.8560352604477153,0.7877999384582158,19.85590601311466,0.6064066987948482,0.8407996992074795,0.642990494038218,1.0459909081674272,0.6644520642635585,,30.31369845853757,0.4373106714596254,0.5874277849452302,0.6316818229799851,1.103658903595742,0.3260257362962396,0.0689600078677503,42.96188190502525,0.4559882024950055,0.5917337700920497,0.6467934334367954,1.0671762061893677,0.3399411662772649,,42.51605540666747,0.8579457368627774,0.9179193603543444,0.8861424269206165,0.978122264210112,0.8408050402636483,,20.879798212617978,0.9179193603543444,0.8861424269206165,0.978122264210112,0.4532786595460694,0.5959909165143655,0.6371833956080905,1.0636002841689014,0.3470758940599604,,42.2856481718357,0.8661365627256343,0.921244315830487,0.8932580277673334,0.9820246442655338,0.8473940337683469,,20.44313031180408,0.4217753483554559,0.5890325233557802,0.5976482559572096,1.059687142466882,0.3412198150573733,,42.47485494632209,0.8612945909358263,0.922423066503492,0.8858677335499637,0.9860416459453106,0.8492181885309651,,20.32058089572592,0.6294112933851621,0.7047271508440615,0.6786741142720766,0.7443382750376517,0.8319120800289224,0.8594301807509908,1.076368290483816,1.0454231631906354,0.4280102007100984,0.5375716655709655,,,39.87296854558434,35.85144351033463,-7.492224336604767,-63.32638497499349,0.7480662886018133,0.5449638078761818,0.4835028982048356,0.4082426585062856,0.0415008718366839,-0.0121415395778676,0.0571263453834823,0.031501848787929,0.6525379283317014,0.6027629508280428,0.0868845021955332,0.0565266342002821,0.6852079645627214,0.6245336529526686,0.0379930634381114,0.0421060338186898,0.6603849788538716,0.628661538406982,0.9280380631438514,hard
ResOpsUS_1869,20058,1461,-1.821163152211697,-0.1260816749967911,3.582409287309736,1.1485391041102582,-13.76485982691158,-2.0928134833027543,174.2291495762255,0.9417996793398988,0.941806138411504,0.9992878401261484,0.9995054025155172,0.8836943475255413,0.8299419081425387,15.463456027026904,0.5936380962503955,0.8326621843380871,0.6315568070864057,1.0371169215336953,0.6511439140447406,,26.781155095973592,0.4759902321012114,0.5721051863907967,0.7310027391162915,1.138321144358878,0.2779046722590669,0.086579476667232,38.530391351579865,0.5047850630458042,0.6127343628404761,0.7171003732319167,1.1234137805613915,0.3453251061604128,,36.68757411234692,0.8803929055344192,0.9288084633727,0.9049790012962556,1.0144440979117837,0.8618539624225441,,16.852928140445545,0.9288084633727,0.9049790012962556,1.0144440979117837,0.5025105520425734,0.6224716453854324,0.7014162407683998,1.12576100752669,0.3612743904317326,,36.23792463171786,0.8875709589378062,0.93218022468407,0.9112037511519062,1.0124897374179216,0.8683230483393255,,16.453603774383442,0.4579949446328337,0.5953089633001762,0.6589778117515576,1.11704064243087,0.3330474197604014,,37.02999310650086,0.8763784121562425,0.9334008766169988,0.8961623148512523,1.0080367212578984,0.8697689554891107,,16.36301824311476,0.6219466704063312,0.7342875308163219,0.6718705787438566,0.8020817129596981,0.8251074112867375,0.8233304609022927,1.0683226560969432,0.9851898045345971,0.4222147702160423,0.6426150828211662,0.2694660209792207,,34.455006430369075,27.097999315765023,-11.123211861297603,-128.62621828990706,0.7312714296994196,0.5215509709041024,0.4773464712998949,0.3458900108036882,0.2193688982486678,-0.0074457218215904,0.2363542956506266,-0.0520076634652477,0.605378281419055,0.5190542743601951,0.2488903479869801,0.0036184047551961,0.6265411080973065,0.5496873710958301,0.1446021712744775,-0.0667945248544719,0.5959228665309648,0.5494064879789298,0.9417996793398988,hard
ResOpsUS_1112,20058,1320,-2.944157474192649,0.0684897349140956,4.818761701098005,1.3251551591108413,-22.635553871945103,-0.8322398377659026,319.9113708894728,0.8772458556417727,0.8772948832500046,1.0018932965564236,1.0029068382548634,0.7541155406453824,0.544627719831288,32.62964323438168,-0.8698963133050694,0.2546233059725907,2.71418501712384,1.0499553158412631,-5.986384868147437,,173.92941576399377,0.6765917213796611,0.8366160912590644,0.7315434518362923,0.9236475619725778,0.684741870490174,0.2255116928147054,36.9470639366257,0.6920616143030409,0.8450718954327925,0.7427192307537306,0.9319563553525432,0.7003789987357314,,36.019104426825834,0.8640638983158211,0.9093144448663552,0.9056903792192028,0.9631157315461408,0.8258724767928612,,27.458733130128103,0.9093144448663552,0.9056903792192028,0.9631157315461408,0.6917950642051374,0.8431691765297737,0.7454580732089747,0.9251482614532004,0.6974037591284497,,36.19749769675073,0.8643459549406061,0.9049777061428584,0.9104614858119056,0.9631810091380612,0.817990848059739,,28.07329555565093,0.6596781851594099,0.8393481918586686,0.7141894483233211,0.9087735633295578,0.6829243451300682,,37.05341443316317,0.8610205060554786,0.9071048490406984,0.9031688263710398,0.9638127856976808,0.8218927756265462,,27.77074641193231,0.7282549956536849,0.7485472786412346,0.7766930032928171,0.7900414605734506,0.8473382010579295,0.8623097418541402,1.0259558808859923,0.9863151319945898,0.5977610419759665,0.6188037507425526,,,37.95297371046726,36.9469041169563,-10.224593994340166,-153.63954959371594,0.6975516740541439,0.4116457376015758,-4.748660098920419,-43.90753444483217,0.5470915139097161,0.5251772369905339,0.5583842363387661,0.5216769244505695,0.709645561302551,0.6256339655104721,0.5772857157610206,0.531939477639512,0.7371240780819387,0.6167213561261764,0.566816874085021,0.5261378281344025,0.7213546482225544,0.5964277625740773,0.8772458556417727,hard
ResOpsUS_601,19511,1854,0.2186440252303002,0.4582809158345857,1.4760599080598442,1.30070676263986,-0.8897175215708204,,34.92174578051166,0.9908783069959431,0.990878374692958,1.000012302176244,0.9999670807859996,0.9817565240375126,0.98181135291797,3.4312415789220387,0.4101745136186157,0.6521176409838281,0.5839322197305852,1.23186110258528,0.3826389833980117,-0.3622882265209193,19.96030176304135,0.3790131348456252,0.5216142635540321,0.7930609241389079,1.3375618354332486,0.1179192315221238,-0.4874757251961488,23.85896929636521,0.4217914326998102,0.5827927024311087,0.7841484171571343,1.3371517645494833,0.2188197044561821,-0.4627610412977088,22.4529361633097,0.877842143822009,0.9683628832777196,0.9385333753092416,1.100714888276903,0.9296727549354064,0.7516805278203257,6.736887639623612,0.9683628832777196,0.9385333753092416,1.100714888276903,0.4203140873790798,0.5790727359805713,0.7873141845940874,1.337076756275762,0.2117129453167175,,22.554837309914543,0.8827410656300552,0.9703554547167506,0.9399152480092198,1.0962324332163065,0.934122490291569,0.7623394948515188,6.52027763329678,0.415886906172583,0.5616177270678193,0.7501722231940401,1.2942705746343717,0.2187014406639996,-0.3981380036124318,22.45463568702989,0.8734467129368567,0.9697797740230596,0.9428793512632054,1.1088104034377078,0.9313870592871862,0.7330632516639476,6.654271526510844,0.3862229397472535,0.8731252877603651,0.439082487957253,0.9532945994780124,0.8263554628126762,0.885321624738945,1.178721568595619,1.0276526384899445,0.020172663911862,0.9036082628287598,,,25.307171207107988,7.937591250103314,-0.6080846436589922,-2.193528763790018,0.9783548137232122,0.9687905457595392,0.1867223239053572,0.2358549475180575,0.1372872812859388,0.0477775987813842,0.2544150908481523,0.1788641221760443,0.8258322611732704,0.9100507828216092,0.2550966606003446,0.176563495912459,0.8409340693087126,0.9219361895136078,0.1869974554292359,0.1309947738710658,0.826614373065889,0.909247137045037,0.9908783069959431,easy
ResOpsUS_451,19357,1854,0.5756546636228568,0.7331923802781979,1.3277610069588133,1.03814945452771,0.181747527784101,,47.513302262620485,0.99072021154897,0.9907257000171664,0.9998616801159612,1.0002875780484746,0.9814538151819372,0.9795016301728549,7.153174906142312,0.3303390117904553,0.8427190357163312,0.3519572760689893,0.9387695715852068,0.4633731974887022,0.2218054855861886,38.47757849394652,0.2587313064681605,0.553811669333277,0.4080581817383185,1.00036521267449,0.2854630740860279,-0.0464901392560526,44.40009417580133,0.2796363411732717,0.5739798234073019,0.4192602010180297,0.986889089561052,0.3052416413010328,0.0121596184926126,43.78127882829181,0.8856098405981909,0.980793657696015,0.8873430214582577,0.9950371208841178,0.9531840556816586,0.8458555506764671,11.364974002994634,0.980793657696015,0.8873430214582577,0.9950371208841178,0.2764419669397128,0.5887495078296046,0.404873710926047,0.9847042506314664,0.3124440587479791,0.0086243280304585,43.553751840424376,0.9217549402979792,0.9837208122968552,0.9234794888555584,1.0013743324532187,0.9640746193945332,0.8645009931160812,9.955710093263365,0.2933362528189429,0.639288709062288,0.3930712784458064,0.9700242911240724,0.3466398092628292,0.0782122525564117,42.45686152900829,0.932068696893774,0.9868642398351888,0.933426206892398,1.0031691983006288,0.9710294511771927,0.8603258520283052,8.940255160039808,0.467929776164946,0.8957866602488072,0.6770627047037321,0.9097297994179546,0.5798540026594157,0.9494074956164408,0.9521714800845646,1.0123332708222277,0.445379373373561,0.8257956072121133,0.2669229833551521,0.6857584917417705,39.424162962773934,22.095000910987377,0.2178779378589492,-0.940617581817565,0.9806797919216916,0.9763472991711574,0.103503617644361,-0.4806090066039628,0.1664176863188335,-0.6862155681970197,0.2221287816198107,-0.7011785123044727,0.8979586318666831,0.92212633080311,0.2215719505364771,-0.669862289336282,0.9295341463424616,0.941623602594365,0.196652565671942,-0.6857213719220545,0.926775236298768,0.954952914775345,0.99072021154897,easy
ResOpsUS_1851,19580,1616,0.2716734081059084,0.3021446126082021,1.2084400352214235,0.996800864929728,-0.7300892989105927,,168.27809967782704,0.7524073430179081,0.7524074296755712,1.0000482592232915,0.999798548661096,0.5047909230025998,-0.086530330964726,90.03008026057317,0.3059469989805823,0.6237511569784271,0.4235808540254918,0.911189277094451,0.3418511413099037,-0.0678487880153164,103.78997451158769,0.3603812643867288,0.6207758836880407,0.4925914211281593,0.9114690413347266,0.3618301789097057,-0.0550082258628499,102.2024884824246,0.3792432980335458,0.6102012717380426,0.524402470858425,0.9151305428551676,0.3584581426706357,-0.0497221464901258,102.47214746079486,0.4896366623088986,0.6626395676935796,0.6179243788434109,0.973982796248772,0.4364784577395345,-0.0277394562055393,96.03921475523305,0.6626395676935796,0.6179243788434109,0.973982796248772,0.3983743247685543,0.6193014677832254,0.5400712090364195,0.9259217446988288,0.3722849244917458,-0.0475177051413977,101.36187102748552,0.4779046361119838,0.6684454216724784,0.5983022032071098,0.9640276406784708,0.4407267910497369,-0.0278852898949897,95.67651478974356,0.367665218158473,0.627145959610001,0.4973441224937055,0.9096439835993108,0.369066473693992,-0.0589728139880407,101.6213925148345,0.4716075915839781,0.6876297395318124,0.5756261969224185,0.9608818084749472,0.4589034197512859,-0.0622635284778168,94.10890790391272,0.4487269278351983,0.3864714133394188,0.5828010801948375,0.4820337999891617,0.6491435158988598,0.6991411721509058,1.082138839604724,0.8672886289674782,0.328528201980655,0.1676588141628274,-0.1409624921031578,,95.68527796044404,106.532452917143,-0.6475628594673808,-4.915712452973837,0.6991788503812973,0.4780996040370048,0.1722542368616214,0.1764523595492221,0.2925800834336283,0.2158715827124138,0.3230146675282088,0.189381325184596,0.4305188639185081,0.3260746540359776,0.3561504538674044,0.2043593016424886,0.3860472870697026,0.280371250178397,0.2988044421407366,0.2170358318687089,0.41949138662256,0.3589898739949608,0.7524073430179081,hard
ResOpsUS_1067,19692,1463,-0.6627770487832201,0.0533928683794309,2.366956743828305,1.0138460401426053,-5.349930503667824,-1.3882803221540465,135.14157098815886,0.9260256677732566,0.9260273249877248,0.9997082056616512,1.0004000449787878,0.8520975645745849,0.546581054766313,20.6249136868355,0.50061209787318,0.894704400872753,0.5123922043278938,0.9767674539740032,0.6537604228103724,0.2887823883910718,31.55679085031176,0.6937375779126747,0.7740894470925891,0.7950993555043393,1.027871475618018,0.5979484902234256,0.3088527107801002,34.00519939410604,0.7300482189662341,0.7995472859002731,0.8220162436006652,1.0318505251344097,0.6376941997805083,0.3616190875038488,32.28063880792334,0.8718812610844698,0.91694789947575,0.9027020512243208,0.992938199672819,0.8405375719832124,0.5601890514761455,21.41576848781062,0.91694789947575,0.9027020512243208,0.992938199672819,0.726156634376852,0.8048835277944126,0.808909466610577,1.0201037115678986,0.6473922846393574,0.3542294541220245,31.845669417537103,0.8751040786452073,0.916310288321289,0.9074024793132776,0.9954478035116244,0.8395231992403573,0.5729278038703265,21.483775524102377,0.7049984452515234,0.8059424446576711,0.778001451728889,1.009177531481645,0.6486731209908729,0.3730476935649001,31.78777760469709,0.8768797665658873,0.9224711700519516,0.9049676992147404,0.9891956390648518,0.8505227789096796,0.5892798608760226,20.73442445533648,0.7320134874800521,0.7336151402647474,0.7845384213989162,0.7630678930023436,0.8632594714135443,0.8795692713527898,1.081823632779472,0.9820972134201597,0.602112775846057,0.5683558006158818,0.3813126106927579,0.4279807131147705,32.57331354856467,33.92695611821236,-6.127793179247202,-94.29484171607028,0.7113092228158682,0.4016934129147462,0.4458083551884668,0.4350371138844622,0.3886532151233607,0.1506519518156719,0.4547992885778089,0.1645680119038837,0.6481348431178793,0.4475769120033728,0.4902229580030484,0.2426833116255646,0.6246822912639931,0.3889970906324805,0.4792648418874763,0.3109957025045875,0.636475487197027,0.4611415553938437,0.9260256677732566,hard
