feature,mean_abs_shap,reservoir
doy_cos,0.3778837,ResOpsUS_936
storage_trend,0.5042519,ResOpsUS_936
throughput_ratio,0.11534826,ResOpsUS_936
storage_norm,0.0051704603,ResOpsUS_936
storage_deficit,0.32896766,ResOpsUS_936
inflow_norm,0.0044218106,ResOpsUS_936
inflow_ma7,0.009492589,ResOpsUS_936
inflow_ma30,0.53290266,ResOpsUS_936
inflow_anom7,0.0058836946,ResOpsUS_936
inflow,2.0665028,ResOpsUS_1848
inflow_lag1,22.733046,ResOpsUS_1848
inflow_lag2,1.1531394,ResOpsUS_1848
inflow_lag3,0.6707017,ResOpsUS_1848
storage_lag1,0.5597336,ResOpsUS_1848
storage_lag2,0.57218665,ResOpsUS_1848
doy_sin,0.8990273,ResOpsUS_1848
doy_cos,2.2666867,ResOpsUS_1848
storage_trend,36.802418,ResOpsUS_1848
throughput_ratio,1.5033904,ResOpsUS_1848
storage_norm,0.32128808,ResOpsUS_1848
storage_deficit,4.569313,ResOpsUS_1848
inflow_norm,0.51026535,ResOpsUS_1848
inflow_ma7,0.75882715,ResOpsUS_1848
inflow_ma30,1.2315422,ResOpsUS_1848
inflow_anom7,0.73612285,ResOpsUS_1848
inflow,1.0369618,ResOpsUS_1869
inflow_lag1,18.293173,ResOpsUS_1869
inflow_lag2,0.7848928,ResOpsUS_1869
inflow_lag3,0.537229,ResOpsUS_1869
storage_lag1,0.57277447,ResOpsUS_1869
storage_lag2,0.5008351,ResOpsUS_1869
doy_sin,0.801675,ResOpsUS_1869
doy_cos,3.014377,ResOpsUS_1869
storage_trend,29.815094,ResOpsUS_1869
throughput_ratio,1.2399868,ResOpsUS_1869
storage_norm,0.20972893,ResOpsUS_1869
storage_deficit,3.8186595,ResOpsUS_1869
inflow_norm,0.39361632,ResOpsUS_1869
inflow_ma7,1.2188612,ResOpsUS_1869
inflow_ma30,1.0745782,ResOpsUS_1869
inflow_anom7,0.92168427,ResOpsUS_1869
inflow,3.7193992,ResOpsUS_1112
inflow_lag1,16.829014,ResOpsUS_1112
inflow_lag2,1.1113721,ResOpsUS_1112
inflow_lag3,0.8553868,ResOpsUS_1112
storage_lag1,1.0894175,ResOpsUS_1112
storage_lag2,11.198416,ResOpsUS_1112
doy_sin,1.5084368,ResOpsUS_1112
doy_cos,1.0060912,ResOpsUS_1112
storage_trend,22.729237,ResOpsUS_1112
throughput_ratio,2.937812,ResOpsUS_1112
storage_norm,0.69410765,ResOpsUS_1112
storage_deficit,1.4912544,ResOpsUS_1112
inflow_norm,1.2655003,ResOpsUS_1112
inflow_ma7,1.0502536,ResOpsUS_1112
inflow_ma30,7.5471497,ResOpsUS_1112
inflow_anom7,1.1053758,ResOpsUS_1112
inflow,1.6598655,ResOpsUS_601
inflow_lag1,7.558152,ResOpsUS_601
inflow_lag2,1.0733191,ResOpsUS_601
inflow_lag3,0.10382001,ResOpsUS_601
storage_lag1,0.31990415,ResOpsUS_601
storage_lag2,0.22393045,ResOpsUS_601
doy_sin,0.27979037,ResOpsUS_601
doy_cos,2.2219138,ResOpsUS_601
storage_trend,10.6971855,ResOpsUS_601
throughput_ratio,0.57518953,ResOpsUS_601
storage_norm,0.07343772,ResOpsUS_601
storage_deficit,0.5513948,ResOpsUS_601
inflow_norm,0.42004862,ResOpsUS_601
inflow_ma7,3.5889373,ResOpsUS_601
inflow_ma30,1.6135036,ResOpsUS_601
inflow_anom7,0.09505649,ResOpsUS_601
inflow,1.759014,ResOpsUS_451
inflow_lag1,16.743435,ResOpsUS_451
inflow_lag2,1.1208163,ResOpsUS_451
inflow_lag3,1.2934557,ResOpsUS_451
storage_lag1,0.44809648,ResOpsUS_451
storage_lag2,1.6593115,ResOpsUS_451
doy_sin,0.56534475,ResOpsUS_451
doy_cos,1.6442266,ResOpsUS_451
storage_trend,15.089515,ResOpsUS_451
throughput_ratio,0.58578604,ResOpsUS_451
storage_norm,0.22349992,ResOpsUS_451
storage_deficit,2.385363,ResOpsUS_451
inflow_norm,0.13718799,ResOpsUS_451
inflow_ma7,2.258392,ResOpsUS_451
inflow_ma30,0.3601483,ResOpsUS_451
inflow_anom7,0.23493779,ResOpsUS_451
inflow,6.6981945,ResOpsUS_1851
inflow_lag1,3.2096694,ResOpsUS_1851
inflow_lag2,5.2571244,ResOpsUS_1851
inflow_lag3,4.8595576,ResOpsUS_1851
storage_lag1,7.487502,ResOpsUS_1851
storage_lag2,3.807284,ResOpsUS_1851
doy_sin,6.1515408,ResOpsUS_1851
doy_cos,4.5563927,ResOpsUS_1851
storage_trend,8.547672,ResOpsUS_1851
throughput_ratio,7.784905,ResOpsUS_1851
storage_norm,2.9015326,ResOpsUS_1851
storage_deficit,14.620037,ResOpsUS_1851
inflow_norm,1.2261717,ResOpsUS_1851
inflow_ma7,5.0637665,ResOpsUS_1851
inflow_ma30,23.126202,ResOpsUS_1851
inflow_anom7,2.6578078,ResOpsUS_1851
inflow,0.7918313,ResOpsUS_1067
inflow_lag1,12.412609,ResOpsUS_1067
inflow_lag2,1.1070542,ResOpsUS_1067
inflow_lag3,0.72836477,ResOpsUS_1067
storage_lag1,3.0237923,ResOpsUS_1067
storage_lag2,9.586051,ResOpsUS_1067
doy_sin,1.5183032,ResOpsUS_1067
doy_cos,2.1751254,ResOpsUS_1067
storage_trend,20.981894,ResOpsUS_1067
throughput_ratio,0.71444184,ResOpsUS_1067
storage_norm,1.6687334,ResOpsUS_1067
storage_deficit,1.9842812,ResOpsUS_1067
inflow_norm,0.2616805,ResOpsUS_1067
inflow_ma7,1.2776268,ResOpsUS_1067
inflow_ma30,3.3012402,ResOpsUS_1067
inflow_anom7,0.7372227,ResOpsUS_1067
inflow,0.45887104,ResOpsUS_1864
inflow_lag1,10.034826,ResOpsUS_1864
inflow_lag2,0.36695462,ResOpsUS_1864
inflow_lag3,0.21636386,ResOpsUS_1864
storage_lag1,0.33083412,ResOpsUS_1864
storage_lag2,0.30997676,ResOpsUS_1864
doy_sin,0.44000962,ResOpsUS_1864
doy_cos,1.3497694,ResOpsUS_1864
storage_trend,17.369638,ResOpsUS_1864
throughput_ratio,0.5967293,ResOpsUS_1864
storage_norm,0.16795696,ResOpsUS_1864
storage_deficit,1.7071247,ResOpsUS_1864
inflow_norm,0.15731356,ResOpsUS_1864
inflow_ma7,0.6719361,ResOpsUS_1864
inflow_ma30,0.35568708,ResOpsUS_1864
inflow_anom7,0.49075833,ResOpsUS_1864
inflow,2.066905,ResOpsUS_1776
inflow_lag1,5.352455,ResOpsUS_1776
inflow_lag2,0.6526316,ResOpsUS_1776
inflow_lag3,0.14985263,ResOpsUS_1776
storage_lag1,1.3052416,ResOpsUS_1776
storage_lag2,3.593181,ResOpsUS_1776
doy_sin,0.12658672,ResOpsUS_1776
doy_cos,0.221137,ResOpsUS_1776
storage_trend,1.5945241,ResOpsUS_1776
throughput_ratio,0.26079288,ResOpsUS_1776
storage_norm,0.53653026,ResOpsUS_1776
storage_deficit,0.40604454,ResOpsUS_1776
inflow_norm,0.46978122,ResOpsUS_1776
inflow_ma7,0.9238869,ResOpsUS_1776
inflow_ma30,0.33588576,ResOpsUS_1776
inflow_anom7,0.27771223,ResOpsUS_1776
inflow,3.5102284,ResOpsUS_597
inflow_lag1,72.134674,ResOpsUS_597
inflow_lag2,1.9097515,ResOpsUS_597
inflow_lag3,2.145728,ResOpsUS_597
storage_lag1,1.8536878,ResOpsUS_597
storage_lag2,2.373141,ResOpsUS_597
doy_sin,6.087836,ResOpsUS_597
doy_cos,4.145389,ResOpsUS_597
storage_trend,76.70263,ResOpsUS_597
throughput_ratio,1.8168695,ResOpsUS_597
storage_norm,0.87465,ResOpsUS_597
storage_deficit,11.171031,ResOpsUS_597
inflow_norm,0.9077282,ResOpsUS_597
inflow_ma7,6.4055815,ResOpsUS_597
inflow_ma30,11.906943,ResOpsUS_597
inflow_anom7,1.0654032,ResOpsUS_597
inflow,0.15638243,ResOpsUS_574
inflow_lag1,0.86678517,ResOpsUS_574
inflow_lag2,0.0221933,ResOpsUS_574
inflow_lag3,0.03331092,ResOpsUS_574
storage_lag1,0.01707557,ResOpsUS_574
storage_lag2,0.083811104,ResOpsUS_574
doy_sin,0.042376027,ResOpsUS_574
doy_cos,0.7946827,ResOpsUS_574
storage_trend,1.1668925,ResOpsUS_574
throughput_ratio,0.051467,ResOpsUS_574
storage_norm,0.0076770997,ResOpsUS_574
storage_deficit,0.020557184,ResOpsUS_574
inflow_norm,0.030154934,ResOpsUS_574
inflow_ma7,0.22842795,ResOpsUS_574
inflow_ma30,0.27605295,ResOpsUS_574
inflow_anom7,0.02759183,ResOpsUS_574
inflow,0.18593828,ResOpsUS_1237
inflow_lag1,0.20835133,ResOpsUS_1237
inflow_lag2,0.40495732,ResOpsUS_1237
inflow_lag3,0.25507542,ResOpsUS_1237
storage_lag1,0.74759364,ResOpsUS_1237
storage_lag2,1.8130811,ResOpsUS_1237
doy_sin,0.19630887,ResOpsUS_1237
doy_cos,0.3134323,ResOpsUS_1237
storage_trend,3.617744,ResOpsUS_1237
throughput_ratio,0.17816205,ResOpsUS_1237
storage_norm,0.48496616,ResOpsUS_1237
storage_deficit,0.26790518,ResOpsUS_1237
inflow_norm,0.06450391,ResOpsUS_1237
inflow_ma7,0.63384664,ResOpsUS_1237
inflow_ma30,1.0451357,ResOpsUS_1237
inflow_anom7,0.20194155,ResOpsUS_1237
inflow,3.1232378,ResOpsUS_1033
inflow_lag1,12.607389,ResOpsUS_1033
inflow_lag2,1.5034798,ResOpsUS_1033
inflow_lag3,0.7363077,ResOpsUS_1033
storage_lag1,6.2389235,ResOpsUS_1033
storage_lag2,3.143558,ResOpsUS_1033
doy_sin,1.3314861,ResOpsUS_1033
doy_cos,1.6932328,ResOpsUS_1033
storage_trend,17.260025,ResOpsUS_1033
throughput_ratio,1.9747801,ResOpsUS_1033
storage_norm,3.6400769,ResOpsUS_1033
storage_deficit,1.1469357,ResOpsUS_1033
inflow_norm,0.5616046,ResOpsUS_1033
inflow_ma7,1.4599359,ResOpsUS_1033
inflow_ma30,2.5915246,ResOpsUS_1033
inflow_anom7,1.1940296,ResOpsUS_1033
inflow,0.14305334,ResOpsUS_385
inflow_lag1,0.40349382,ResOpsUS_385
inflow_lag2,0.016476259,ResOpsUS_385
inflow_lag3,0.007780706,ResOpsUS_385
storage_lag1,0.018875854,ResOpsUS_385
storage_lag2,0.074703164,ResOpsUS_385
doy_sin,0.01339517,ResOpsUS_385
doy_cos,0.052775763,ResOpsUS_385
storage_trend,0.3853306,ResOpsUS_385
throughput_ratio,0.007206662,ResOpsUS_385
storage_norm,0.016495457,ResOpsUS_385
storage_deficit,0.024240619,ResOpsUS_385
inflow_norm,0.020853372,ResOpsUS_385
inflow_ma7,0.068701364,ResOpsUS_385
inflow_ma30,0.21503948,ResOpsUS_385
inflow_anom7,0.010141031,ResOpsUS_385
inflow,0.13883898,ResOpsUS_362
inflow_lag1,1.6348013,ResOpsUS_362
inflow_lag2,0.0378208,ResOpsUS_362
inflow_lag3,0.028736386,ResOpsUS_362
storage_lag1,0.03306489,ResOpsUS_362
storage_lag2,0.17049606,ResOpsUS_362
doy_sin,0.051611826,ResOpsUS_362
doy_cos,0.59782976,ResOpsUS_362
storage_trend,4.742114,ResOpsUS_362
throughput_ratio,0.026191264,ResOpsUS_362
storage_norm,0.011123797,ResOpsUS_362
storage_deficit,0.45953745,ResOpsUS_362
inflow_norm,0.024814641,ResOpsUS_362
inflow_ma7,0.3110637,ResOpsUS_362
inflow_ma30,0.7621268,ResOpsUS_362
inflow_anom7,0.020850094,ResOpsUS_362
inflow,0.40711334,ResOpsUS_372
inflow_lag1,1.0353765,ResOpsUS_372
inflow_lag2,0.09040895,ResOpsUS_372
inflow_lag3,0.014360278,ResOpsUS_372
storage_lag1,0.022540256,ResOpsUS_372
storage_lag2,0.12846732,ResOpsUS_372
doy_sin,0.020148126,ResOpsUS_372
doy_cos,0.39383927,ResOpsUS_372
storage_trend,0.8554511,ResOpsUS_372
throughput_ratio,0.04525582,ResOpsUS_372
storage_norm,0.0112180505,ResOpsUS_372
storage_deficit,0.05478407,ResOpsUS_372
inflow_norm,0.086440146,ResOpsUS_372
inflow_ma7,0.040824987,ResOpsUS_372
inflow_ma30,0.1281415,ResOpsUS_372
inflow_anom7,0.014687106,ResOpsUS_372
inflow,1.6135821,ResOpsUS_384
inflow_lag1,12.374625,ResOpsUS_384
inflow_lag2,0.35717744,ResOpsUS_384
inflow_lag3,0.24187474,ResOpsUS_384
storage_lag1,0.3112697,ResOpsUS_384
storage_lag2,0.37105075,ResOpsUS_384
doy_sin,0.35558748,ResOpsUS_384
doy_cos,9.723237,ResOpsUS_384
storage_trend,14.670293,ResOpsUS_384
throughput_ratio,0.2107659,ResOpsUS_384
storage_norm,0.075742014,ResOpsUS_384
storage_deficit,0.28803328,ResOpsUS_384
inflow_norm,0.21831158,ResOpsUS_384
inflow_ma7,3.0420196,ResOpsUS_384
inflow_ma30,2.6905243,ResOpsUS_384
inflow_anom7,0.14437951,ResOpsUS_384
inflow,1.2394894,ResOpsUS_386
inflow_lag1,5.3315935,ResOpsUS_386
inflow_lag2,0.4264182,ResOpsUS_386
inflow_lag3,0.21028267,ResOpsUS_386
storage_lag1,1.1396651,ResOpsUS_386
storage_lag2,1.7483156,ResOpsUS_386
doy_sin,0.37856358,ResOpsUS_386
doy_cos,3.011508,ResOpsUS_386
storage_trend,6.094799,ResOpsUS_386
throughput_ratio,0.33053425,ResOpsUS_386
storage_norm,0.5902002,ResOpsUS_386
storage_deficit,0.321341,ResOpsUS_386
inflow_norm,0.21132128,ResOpsUS_386
inflow_ma7,2.766666,ResOpsUS_386
inflow_ma30,0.84543926,ResOpsUS_386
inflow_anom7,0.09743408,ResOpsUS_386
inflow,0.20256905,ResOpsUS_55
inflow_lag1,2.2825477,ResOpsUS_55
inflow_lag2,0.2102313,ResOpsUS_55
inflow_lag3,0.03879234,ResOpsUS_55
storage_lag1,0.11386023,ResOpsUS_55
storage_lag2,0.7371256,ResOpsUS_55
doy_sin,0.21294484,ResOpsUS_55
doy_cos,1.1368084,ResOpsUS_55
storage_trend,6.788778,ResOpsUS_55
throughput_ratio,0.04576609,ResOpsUS_55
storage_norm,0.06712781,ResOpsUS_55
storage_deficit,0.08309866,ResOpsUS_55
inflow_norm,0.05062231,ResOpsUS_55
inflow_ma7,0.107923575,ResOpsUS_55
inflow_ma30,0.11776285,ResOpsUS_55
inflow_anom7,0.038657498,ResOpsUS_55
inflow,0.075320914,ResOpsUS_57
inflow_lag1,1.5406456,ResOpsUS_57
inflow_lag2,0.08453368,ResOpsUS_57
inflow_lag3,0.041720916,ResOpsUS_57
storage_lag1,0.11866005,ResOpsUS_57
storage_lag2,0.55333966,ResOpsUS_57
doy_sin,0.2908043,ResOpsUS_57
doy_cos,1.0653048,ResOpsUS_57
storage_trend,8.201109,ResOpsUS_57
throughput_ratio,0.08167004,ResOpsUS_57
storage_norm,0.055643737,ResOpsUS_57
storage_deficit,0.068287194,ResOpsUS_57
inflow_norm,0.040808473,ResOpsUS_57
inflow_ma7,0.25307202,ResOpsUS_57
inflow_ma30,0.08719509,ResOpsUS_57
inflow_anom7,0.030311642,ResOpsUS_57
inflow,0.3038744,ResOpsUS_60
inflow_lag1,1.6978906,ResOpsUS_60
inflow_lag2,0.28661716,ResOpsUS_60
inflow_lag3,0.102411374,ResOpsUS_60
storage_lag1,0.06803467,ResOpsUS_60
storage_lag2,0.11841453,ResOpsUS_60
doy_sin,0.07152107,ResOpsUS_60
doy_cos,0.054712467,ResOpsUS_60
storage_trend,1.8553624,ResOpsUS_60
throughput_ratio,0.10059754,ResOpsUS_60
storage_norm,0.027772712,ResOpsUS_60
storage_deficit,0.060551364,ResOpsUS_60
inflow_norm,0.052564748,ResOpsUS_60
inflow_ma7,1.8382322,ResOpsUS_60
inflow_ma30,0.65158844,ResOpsUS_60
inflow_anom7,0.08634336,ResOpsUS_60
inflow,0.53854454,ResOpsUS_572
inflow_lag1,9.785505,ResOpsUS_572
inflow_lag2,0.098675296,ResOpsUS_572
inflow_lag3,0.34285232,ResOpsUS_572
storage_lag1,2.8489661,ResOpsUS_572
storage_lag2,8.150165,ResOpsUS_572
doy_sin,0.08889079,ResOpsUS_572
doy_cos,0.17596261,ResOpsUS_572
storage_trend,18.291208,ResOpsUS_572
throughput_ratio,0.13620457,ResOpsUS_572
storage_norm,1.0631661,ResOpsUS_572
storage_deficit,1.2555989,ResOpsUS_572
inflow_norm,0.046101,ResOpsUS_572
inflow_ma7,0.09496569,ResOpsUS_572
inflow_ma30,0.46245468,ResOpsUS_572
inflow_anom7,1.4743859,ResOpsUS_572
inflow,1.2028975,ResOpsUS_1101
inflow_lag1,14.966219,ResOpsUS_1101
inflow_lag2,0.55415344,ResOpsUS_1101
inflow_lag3,0.361632,ResOpsUS_1101
storage_lag1,0.55130893,ResOpsUS_1101
storage_lag2,1.4129474,ResOpsUS_1101
doy_sin,0.88382864,ResOpsUS_1101
doy_cos,2.7771392,ResOpsUS_1101
storage_trend,25.954594,ResOpsUS_1101
throughput_ratio,0.6713156,ResOpsUS_1101
storage_norm,0.22937563,ResOpsUS_1101
storage_deficit,2.4640782,ResOpsUS_1101
inflow_norm,0.30244535,ResOpsUS_1101
inflow_ma7,0.6985556,ResOpsUS_1101
inflow_ma30,2.2941332,ResOpsUS_1101
inflow_anom7,0.5572108,ResOpsUS_1101
inflow,0.009373316,ResOpsUS_939
inflow_lag1,0.11541425,ResOpsUS_939
inflow_lag2,0.0075108847,ResOpsUS_939
inflow_lag3,0.0042786193,ResOpsUS_939
storage_lag1,0.011163633,ResOpsUS_939
storage_lag2,0.038055625,ResOpsUS_939
doy_sin,0.035101786,ResOpsUS_939
doy_cos,0.076600865,ResOpsUS_939
storage_trend,0.22525753,ResOpsUS_939
throughput_ratio,0.006160664,ResOpsUS_939
storage_norm,0.004202123,ResOpsUS_939
storage_deficit,0.009027408,ResOpsUS_939
inflow_norm,0.0027509013,ResOpsUS_939
inflow_ma7,0.0075757923,ResOpsUS_939
inflow_ma30,0.013574403,ResOpsUS_939
inflow_anom7,0.003401089,ResOpsUS_939
inflow,306.99304,ResOpsUS_1752
inflow_lag1,149.15538,ResOpsUS_1752
inflow_lag2,21.18091,ResOpsUS_1752
inflow_lag3,5.8067875,ResOpsUS_1752
storage_lag1,4.903622,ResOpsUS_1752
storage_lag2,9.877764,ResOpsUS_1752
doy_sin,6.050612,ResOpsUS_1752
doy_cos,11.819917,ResOpsUS_1752
storage_trend,83.7306,ResOpsUS_1752
throughput_ratio,12.174561,ResOpsUS_1752
storage_norm,1.5240842,ResOpsUS_1752
storage_deficit,23.849682,ResOpsUS_1752
inflow_norm,74.72016,ResOpsUS_1752
inflow_ma7,13.298764,ResOpsUS_1752
inflow_ma30,7.0334425,ResOpsUS_1752
inflow_anom7,5.3077574,ResOpsUS_1752
inflow,3.2468765,ResOpsUS_423
inflow_lag1,13.697535,ResOpsUS_423
inflow_lag2,4.3758492,ResOpsUS_423
inflow_lag3,0.34615025,ResOpsUS_423
storage_lag1,0.24283367,ResOpsUS_423
storage_lag2,0.24693662,ResOpsUS_423
doy_sin,0.44331098,ResOpsUS_423
doy_cos,0.37695524,ResOpsUS_423
storage_trend,11.204763,ResOpsUS_423
throughput_ratio,0.5791224,ResOpsUS_423
storage_norm,0.11674692,ResOpsUS_423
storage_deficit,0.28182206,ResOpsUS_423
inflow_norm,0.77301,ResOpsUS_423
inflow_ma7,9.1333475,ResOpsUS_423
inflow_ma30,0.5553883,ResOpsUS_423
inflow_anom7,0.32120383,ResOpsUS_423
inflow,1.8237257,ResOpsUS_355
inflow_lag1,18.088175,ResOpsUS_355
inflow_lag2,1.618018,ResOpsUS_355
inflow_lag3,1.296588,ResOpsUS_355
storage_lag1,0.53843105,ResOpsUS_355
storage_lag2,0.7989185,ResOpsUS_355
doy_sin,0.9841373,ResOpsUS_355
doy_cos,1.3874722,ResOpsUS_355
storage_trend,15.343298,ResOpsUS_355
throughput_ratio,0.80673903,ResOpsUS_355
storage_norm,0.21126413,ResOpsUS_355
storage_deficit,1.3037852,ResOpsUS_355
inflow_norm,0.22608462,ResOpsUS_355
inflow_ma7,20.88704,ResOpsUS_355
inflow_ma30,9.089416,ResOpsUS_355
inflow_anom7,0.44972506,ResOpsUS_355
inflow,0.0063690403,ResOpsUS_953
inflow_lag1,0.059014384,ResOpsUS_953
inflow_lag2,0.003386555,ResOpsUS_953
inflow_lag3,0.005092032,ResOpsUS_953
storage_lag1,0.003600002,ResOpsUS_953
storage_lag2,0.0016506821,ResOpsUS_953
doy_sin,0.008648387,ResOpsUS_953
doy_cos,0.028980535,ResOpsUS_953
storage_trend,0.09880517,ResOpsUS_953
throughput_ratio,0.0046078064,ResOpsUS_953
storage_norm,0.0007690606,ResOpsUS_953
storage_deficit,0.0026840584,ResOpsUS_953
inflow_norm,0.0031167604,ResOpsUS_953
inflow_ma7,0.0051115057,ResOpsUS_953
inflow_ma30,0.003424324,ResOpsUS_953
inflow_anom7,0.002755132,ResOpsUS_953
inflow,0.52282107,ResOpsUS_449
inflow_lag1,2.0456042,ResOpsUS_449
inflow_lag2,0.052533142,ResOpsUS_449
inflow_lag3,0.026566552,ResOpsUS_449
storage_lag1,0.05267488,ResOpsUS_449
storage_lag2,0.11542608,ResOpsUS_449
doy_sin,0.09552194,ResOpsUS_449
doy_cos,0.34508142,ResOpsUS_449
storage_trend,3.8432415,ResOpsUS_449
throughput_ratio,0.047390316,ResOpsUS_449
storage_norm,0.017073777,ResOpsUS_449
storage_deficit,0.064504564,ResOpsUS_449
inflow_norm,0.105638556,ResOpsUS_449
inflow_ma7,0.7339854,ResOpsUS_449
inflow_ma30,0.9172031,ResOpsUS_449
inflow_anom7,0.031086493,ResOpsUS_449
inflow,0.37692994,ResOpsUS_477
inflow_lag1,1.9901814,ResOpsUS_477
inflow_lag2,0.12595144,ResOpsUS_477
inflow_lag3,0.044076312,ResOpsUS_477
storage_lag1,0.030567406,ResOpsUS_477
storage_lag2,0.10706649,ResOpsUS_477
doy_sin,0.079812706,ResOpsUS_477
doy_cos,0.47152779,ResOpsUS_477
storage_trend,3.4709003,ResOpsUS_477
throughput_ratio,0.09195081,ResOpsUS_477
storage_norm,0.016611004,ResOpsUS_477
storage_deficit,0.04129605,ResOpsUS_477
inflow_norm,0.06792133,ResOpsUS_477
inflow_ma7,0.43638933,ResOpsUS_477
inflow_ma30,1.3227035,ResOpsUS_477
inflow_anom7,0.049846787,ResOpsUS_477
inflow,0.9475786,ResOpsUS_131
inflow_lag1,13.391599,ResOpsUS_131
inflow_lag2,1.0541446,ResOpsUS_131
inflow_lag3,0.27206132,ResOpsUS_131
storage_lag1,0.47895953,ResOpsUS_131
storage_lag2,5.047427,ResOpsUS_131
doy_sin,0.7046467,ResOpsUS_131
doy_cos,2.115897,ResOpsUS_131
storage_trend,23.70197,ResOpsUS_131
throughput_ratio,0.680325,ResOpsUS_131
storage_norm,0.34817383,ResOpsUS_131
storage_deficit,0.81808907,ResOpsUS_131
inflow_norm,0.26286277,ResOpsUS_131
inflow_ma7,1.9456308,ResOpsUS_131
inflow_ma30,2.0502222,ResOpsUS_131
inflow_anom7,0.48597473,ResOpsUS_131
inflow,0.10210786,ResOpsUS_367
inflow_lag1,0.72132695,ResOpsUS_367
inflow_lag2,0.03498176,ResOpsUS_367
inflow_lag3,0.01681377,ResOpsUS_367
storage_lag1,0.025724493,ResOpsUS_367
storage_lag2,0.36650324,ResOpsUS_367
doy_sin,0.031707972,ResOpsUS_367
doy_cos,1.0017928,ResOpsUS_367
storage_trend,1.4583095,ResOpsUS_367
throughput_ratio,0.034471102,ResOpsUS_367
storage_norm,0.0136222225,ResOpsUS_367
storage_deficit,0.043795273,ResOpsUS_367
inflow_norm,0.017206794,ResOpsUS_367
inflow_ma7,0.08890361,ResOpsUS_367
inflow_ma30,0.12820444,ResOpsUS_367
inflow_anom7,0.010802298,ResOpsUS_367
inflow,174.18065,ResOpsUS_895
inflow_lag1,125.572495,ResOpsUS_895
inflow_lag2,36.790783,ResOpsUS_895
inflow_lag3,8.523081,ResOpsUS_895
storage_lag1,2.254791,ResOpsUS_895
storage_lag2,2.800878,ResOpsUS_895
doy_sin,6.19661,ResOpsUS_895
doy_cos,19.98196,ResOpsUS_895
storage_trend,24.177797,ResOpsUS_895
throughput_ratio,23.16503,ResOpsUS_895
storage_norm,0.83640176,ResOpsUS_895
storage_deficit,1.8613842,ResOpsUS_895
inflow_norm,40.619705,ResOpsUS_895
inflow_ma7,61.49925,ResOpsUS_895
inflow_ma30,3.6612926,ResOpsUS_895
inflow_anom7,1.8172145,ResOpsUS_895
inflow,7.9072065,ResOpsUS_753
inflow_lag1,100.43891,ResOpsUS_753
inflow_lag2,9.474952,ResOpsUS_753
inflow_lag3,1.4694492,ResOpsUS_753
storage_lag1,3.693576,ResOpsUS_753
storage_lag2,10.206574,ResOpsUS_753
doy_sin,12.55411,ResOpsUS_753
doy_cos,7.8967443,ResOpsUS_753
storage_trend,126.60059,ResOpsUS_753
throughput_ratio,8.254651,ResOpsUS_753
storage_norm,1.9692761,ResOpsUS_753
storage_deficit,38.50962,ResOpsUS_753
inflow_norm,1.3979913,ResOpsUS_753
inflow_ma7,7.68568,ResOpsUS_753
inflow_ma30,17.88623,ResOpsUS_753
inflow_anom7,1.3203269,ResOpsUS_753
inflow,2.207582,ResOpsUS_307
inflow_lag1,31.272947,ResOpsUS_307
inflow_lag2,5.0804334,ResOpsUS_307
inflow_lag3,0.47826946,ResOpsUS_307
storage_lag1,1.3145268,ResOpsUS_307
storage_lag2,4.939095,ResOpsUS_307
doy_sin,12.438166,ResOpsUS_307
doy_cos,5.10109,ResOpsUS_307
storage_trend,66.78556,ResOpsUS_307
throughput_ratio,2.3200552,ResOpsUS_307
storage_norm,0.41770104,ResOpsUS_307
storage_deficit,15.059811,ResOpsUS_307
inflow_norm,0.980292,ResOpsUS_307
inflow_ma7,1.2608643,ResOpsUS_307
inflow_ma30,3.772076,ResOpsUS_307
inflow_anom7,0.687033,ResOpsUS_307
inflow,39.04734,ResOpsUS_870
inflow_lag1,84.44274,ResOpsUS_870
inflow_lag2,17.461557,ResOpsUS_870
inflow_lag3,13.099283,ResOpsUS_870
storage_lag1,18.697092,ResOpsUS_870
storage_lag2,9.049707,ResOpsUS_870
doy_sin,24.69784,ResOpsUS_870
doy_cos,11.319464,ResOpsUS_870
storage_trend,120.49829,ResOpsUS_870
throughput_ratio,9.164948,ResOpsUS_870
storage_norm,7.3448,ResOpsUS_870
storage_deficit,15.509652,ResOpsUS_870
inflow_norm,9.246474,ResOpsUS_870
inflow_ma7,22.520403,ResOpsUS_870
inflow_ma30,18.693993,ResOpsUS_870
inflow_anom7,5.973535,ResOpsUS_870
inflow,1.3461491,ResOpsUS_541
inflow_lag1,6.0949864,ResOpsUS_541
inflow_lag2,0.6807236,ResOpsUS_541
inflow_lag3,0.51914567,ResOpsUS_541
storage_lag1,0.5722573,ResOpsUS_541
storage_lag2,2.0304832,ResOpsUS_541
doy_sin,0.62157047,ResOpsUS_541
doy_cos,0.94675153,ResOpsUS_541
storage_trend,9.291322,ResOpsUS_541
throughput_ratio,0.74497885,ResOpsUS_541
storage_norm,0.23061329,ResOpsUS_541
storage_deficit,0.9161648,ResOpsUS_541
inflow_norm,0.30787393,ResOpsUS_541
inflow_ma7,1.0280349,ResOpsUS_541
inflow_ma30,3.8540292,ResOpsUS_541
inflow_anom7,0.38938907,ResOpsUS_541
inflow,0.26964754,ResOpsUS_398
inflow_lag1,2.6814468,ResOpsUS_398
inflow_lag2,0.19687825,ResOpsUS_398
inflow_lag3,0.10219555,ResOpsUS_398
