feature,mean_abs_shap,reservoir
storage_lag1,0.09541838,ResOpsUS_398
storage_lag2,0.62660885,ResOpsUS_398
doy_sin,0.14136873,ResOpsUS_398
doy_cos,0.34938315,ResOpsUS_398
storage_trend,4.318005,ResOpsUS_398
throughput_ratio,0.0924059,ResOpsUS_398
storage_norm,0.10424871,ResOpsUS_398
storage_deficit,0.071901195,ResOpsUS_398
inflow_norm,0.06504836,ResOpsUS_398
inflow_ma7,0.17558762,ResOpsUS_398
inflow_ma30,2.6148033,ResOpsUS_398
inflow_anom7,0.061818182,ResOpsUS_398
inflow,0.30700627,ResOpsUS_456
inflow_lag1,1.8767263,ResOpsUS_456
inflow_lag2,0.12019464,ResOpsUS_456
inflow_lag3,0.017338064,ResOpsUS_456
storage_lag1,0.026538711,ResOpsUS_456
storage_lag2,0.053043272,ResOpsUS_456
doy_sin,0.05087079,ResOpsUS_456
doy_cos,0.051454984,ResOpsUS_456
storage_trend,1.8328623,ResOpsUS_456
throughput_ratio,0.08403648,ResOpsUS_456
storage_norm,0.013197645,ResOpsUS_456
storage_deficit,0.03449629,ResOpsUS_456
inflow_norm,0.056145944,ResOpsUS_456
inflow_ma7,0.32616785,ResOpsUS_456
inflow_ma30,0.25976256,ResOpsUS_456
inflow_anom7,0.026959665,ResOpsUS_456
inflow,11.269122,ResOpsUS_929
inflow_lag1,1.3688872,ResOpsUS_929
inflow_lag2,0.55621725,ResOpsUS_929
inflow_lag3,0.69535077,ResOpsUS_929
storage_lag1,0.1622131,ResOpsUS_929
storage_lag2,0.40978968,ResOpsUS_929
doy_sin,0.4157259,ResOpsUS_929
doy_cos,0.45309293,ResOpsUS_929
storage_trend,0.62238616,ResOpsUS_929
throughput_ratio,0.5340764,ResOpsUS_929
storage_norm,0.047424905,ResOpsUS_929
storage_deficit,0.20091969,ResOpsUS_929
inflow_norm,3.0803497,ResOpsUS_929
inflow_ma7,0.48848265,ResOpsUS_929
inflow_ma30,0.2686808,ResOpsUS_929
inflow_anom7,0.91137403,ResOpsUS_929
inflow,179.48111,ResOpsUS_884
inflow_lag1,18.38454,ResOpsUS_884
inflow_lag2,12.079585,ResOpsUS_884
inflow_lag3,14.431486,ResOpsUS_884
storage_lag1,10.27656,ResOpsUS_884
storage_lag2,31.260876,ResOpsUS_884
doy_sin,6.9555306,ResOpsUS_884
doy_cos,9.15235,ResOpsUS_884
storage_trend,26.535744,ResOpsUS_884
throughput_ratio,56.44506,ResOpsUS_884
storage_norm,4.2573004,ResOpsUS_884
storage_deficit,14.440669,ResOpsUS_884
inflow_norm,51.68381,ResOpsUS_884
inflow_ma7,43.794453,ResOpsUS_884
inflow_ma30,10.074131,ResOpsUS_884
inflow_anom7,8.374342,ResOpsUS_884
inflow,0.5944644,ResOpsUS_399
inflow_lag1,2.2418096,ResOpsUS_399
inflow_lag2,0.08636202,ResOpsUS_399
inflow_lag3,0.024059452,ResOpsUS_399
storage_lag1,0.014407648,ResOpsUS_399
storage_lag2,0.030130487,ResOpsUS_399
doy_sin,0.21967097,ResOpsUS_399
doy_cos,2.4869928,ResOpsUS_399
storage_trend,1.2118726,ResOpsUS_399
throughput_ratio,0.24110557,ResOpsUS_399
storage_norm,0.011306134,ResOpsUS_399
storage_deficit,0.022631561,ResOpsUS_399
inflow_norm,0.058517832,ResOpsUS_399
inflow_ma7,1.2667192,ResOpsUS_399
inflow_ma30,0.2538837,ResOpsUS_399
inflow_anom7,0.014979182,ResOpsUS_399
inflow,7.771845,ResOpsUS_542
inflow_lag1,1.549171,ResOpsUS_542
inflow_lag2,0.69182706,ResOpsUS_542
inflow_lag3,0.2570986,ResOpsUS_542
storage_lag1,0.3162033,ResOpsUS_542
storage_lag2,0.43096992,ResOpsUS_542
doy_sin,0.3530981,ResOpsUS_542
doy_cos,0.5147262,ResOpsUS_542
storage_trend,0.7976473,ResOpsUS_542
throughput_ratio,0.9433744,ResOpsUS_542
storage_norm,0.10747121,ResOpsUS_542
storage_deficit,0.25477672,ResOpsUS_542
inflow_norm,1.9703205,ResOpsUS_542
inflow_ma7,4.194876,ResOpsUS_542
inflow_ma30,0.83603394,ResOpsUS_542
inflow_anom7,0.23685162,ResOpsUS_542
inflow,0.2962442,ResOpsUS_488
inflow_lag1,1.4899768,ResOpsUS_488
inflow_lag2,0.035689216,ResOpsUS_488
inflow_lag3,0.0362062,ResOpsUS_488
storage_lag1,0.024807839,ResOpsUS_488
storage_lag2,0.07174501,ResOpsUS_488
doy_sin,0.04194159,ResOpsUS_488
doy_cos,0.19953959,ResOpsUS_488
storage_trend,2.9921095,ResOpsUS_488
throughput_ratio,0.07689923,ResOpsUS_488
storage_norm,0.024528256,ResOpsUS_488
storage_deficit,0.047957346,ResOpsUS_488
inflow_norm,0.027554223,ResOpsUS_488
inflow_ma7,0.09071646,ResOpsUS_488
inflow_ma30,0.06288402,ResOpsUS_488
inflow_anom7,0.01965478,ResOpsUS_488
inflow,4.87435,ResOpsUS_1121
inflow_lag1,7.2978106,ResOpsUS_1121
inflow_lag2,0.611939,ResOpsUS_1121
inflow_lag3,0.535119,ResOpsUS_1121
storage_lag1,1.1057712,ResOpsUS_1121
storage_lag2,4.459747,ResOpsUS_1121
doy_sin,0.83632225,ResOpsUS_1121
doy_cos,0.7517393,ResOpsUS_1121
storage_trend,10.259718,ResOpsUS_1121
throughput_ratio,1.6953361,ResOpsUS_1121
storage_norm,0.99230087,ResOpsUS_1121
storage_deficit,1.1601509,ResOpsUS_1121
inflow_norm,1.169194,ResOpsUS_1121
inflow_ma7,0.8527243,ResOpsUS_1121
inflow_ma30,2.822143,ResOpsUS_1121
inflow_anom7,0.87774104,ResOpsUS_1121
inflow,4.87435,ResOpsUS_1125
inflow_lag1,7.2978106,ResOpsUS_1125
inflow_lag2,0.611939,ResOpsUS_1125
inflow_lag3,0.535119,ResOpsUS_1125
storage_lag1,1.1057712,ResOpsUS_1125
storage_lag2,4.459747,ResOpsUS_1125
doy_sin,0.83632225,ResOpsUS_1125
doy_cos,0.7517393,ResOpsUS_1125
storage_trend,10.259718,ResOpsUS_1125
throughput_ratio,1.6953361,ResOpsUS_1125
storage_norm,0.99230087,ResOpsUS_1125
storage_deficit,1.1601509,ResOpsUS_1125
inflow_norm,1.169194,ResOpsUS_1125
inflow_ma7,0.8527243,ResOpsUS_1125
inflow_ma30,2.822143,ResOpsUS_1125
inflow_anom7,0.87774104,ResOpsUS_1125
inflow,77.86082,ResOpsUS_1207
inflow_lag1,12.547328,ResOpsUS_1207
inflow_lag2,7.705754,ResOpsUS_1207
inflow_lag3,1.9830856,ResOpsUS_1207
storage_lag1,2.3471828,ResOpsUS_1207
storage_lag2,7.656305,ResOpsUS_1207
doy_sin,7.199257,ResOpsUS_1207
doy_cos,8.40369,ResOpsUS_1207
storage_trend,3.0946817,ResOpsUS_1207
throughput_ratio,10.843951,ResOpsUS_1207
storage_norm,1.1643502,ResOpsUS_1207
storage_deficit,13.71094,ResOpsUS_1207
inflow_norm,20.812483,ResOpsUS_1207
inflow_ma7,3.428469,ResOpsUS_1207
inflow_ma30,5.804501,ResOpsUS_1207
inflow_anom7,1.9642994,ResOpsUS_1207
inflow,2.3108675,ResOpsUS_1754
inflow_lag1,3.1259837,ResOpsUS_1754
inflow_lag2,0.48148724,ResOpsUS_1754
inflow_lag3,0.35680386,ResOpsUS_1754
storage_lag1,0.57894534,ResOpsUS_1754
storage_lag2,1.3102229,ResOpsUS_1754
doy_sin,0.3871972,ResOpsUS_1754
doy_cos,0.407392,ResOpsUS_1754
storage_trend,2.9604719,ResOpsUS_1754
throughput_ratio,0.8750265,ResOpsUS_1754
storage_norm,0.43798393,ResOpsUS_1754
storage_deficit,0.463113,ResOpsUS_1754
inflow_norm,0.63807726,ResOpsUS_1754
inflow_ma7,1.0935879,ResOpsUS_1754
inflow_ma30,1.488269,ResOpsUS_1754
inflow_anom7,0.30830583,ResOpsUS_1754
inflow,0.038219266,ResOpsUS_473
inflow_lag1,0.23011439,ResOpsUS_473
inflow_lag2,0.014417139,ResOpsUS_473
inflow_lag3,0.0071843504,ResOpsUS_473
storage_lag1,0.014394286,ResOpsUS_473
storage_lag2,0.036551412,ResOpsUS_473
doy_sin,0.033012096,ResOpsUS_473
doy_cos,0.3256813,ResOpsUS_473
storage_trend,0.646781,ResOpsUS_473
throughput_ratio,0.01640902,ResOpsUS_473
storage_norm,0.0055692378,ResOpsUS_473
storage_deficit,0.017803423,ResOpsUS_473
inflow_norm,0.008913423,ResOpsUS_473
inflow_ma7,0.025491223,ResOpsUS_473
inflow_ma30,0.014340544,ResOpsUS_473
inflow_anom7,0.008623146,ResOpsUS_473
inflow,0.3860637,ResOpsUS_390
inflow_lag1,0.8481508,ResOpsUS_390
inflow_lag2,0.053563084,ResOpsUS_390
inflow_lag3,0.04128993,ResOpsUS_390
storage_lag1,0.089823335,ResOpsUS_390
storage_lag2,0.10956751,ResOpsUS_390
doy_sin,0.2532049,ResOpsUS_390
doy_cos,0.16060199,ResOpsUS_390
storage_trend,2.1117651,ResOpsUS_390
throughput_ratio,0.06262364,ResOpsUS_390
storage_norm,0.08378177,ResOpsUS_390
storage_deficit,0.12326454,ResOpsUS_390
inflow_norm,0.051488377,ResOpsUS_390
inflow_ma7,0.53856033,ResOpsUS_390
inflow_ma30,0.46719077,ResOpsUS_390
inflow_anom7,0.029041873,ResOpsUS_390
inflow,1.1131289,ResOpsUS_511
inflow_lag1,2.9315274,ResOpsUS_511
inflow_lag2,0.15330972,ResOpsUS_511
inflow_lag3,0.13108581,ResOpsUS_511
storage_lag1,0.10405119,ResOpsUS_511
storage_lag2,0.12017046,ResOpsUS_511
doy_sin,0.037004687,ResOpsUS_511
doy_cos,0.1190827,ResOpsUS_511
storage_trend,0.71411437,ResOpsUS_511
throughput_ratio,0.05636933,ResOpsUS_511
storage_norm,0.043359894,ResOpsUS_511
storage_deficit,0.025181156,ResOpsUS_511
inflow_norm,0.20660716,ResOpsUS_511
inflow_ma7,0.33886796,ResOpsUS_511
inflow_ma30,0.06554654,ResOpsUS_511
inflow_anom7,0.0509385,ResOpsUS_511
inflow,0.31774318,ResOpsUS_502
inflow_lag1,2.4991343,ResOpsUS_502
inflow_lag2,0.39364904,ResOpsUS_502
inflow_lag3,0.23585698,ResOpsUS_502
storage_lag1,0.09076391,ResOpsUS_502
storage_lag2,0.93186605,ResOpsUS_502
doy_sin,0.10685016,ResOpsUS_502
doy_cos,0.13070953,ResOpsUS_502
storage_trend,4.072411,ResOpsUS_502
throughput_ratio,0.52129805,ResOpsUS_502
storage_norm,0.044866763,ResOpsUS_502
storage_deficit,0.10198498,ResOpsUS_502
inflow_norm,0.10614428,ResOpsUS_502
inflow_ma7,0.94966245,ResOpsUS_502
inflow_ma30,0.9879593,ResOpsUS_502
inflow_anom7,0.050527275,ResOpsUS_502
inflow,0.20176676,ResOpsUS_505
inflow_lag1,0.07609832,ResOpsUS_505
inflow_lag2,0.11023027,ResOpsUS_505
inflow_lag3,0.01932155,ResOpsUS_505
storage_lag1,0.026323065,ResOpsUS_505
storage_lag2,0.18261339,ResOpsUS_505
doy_sin,0.118532434,ResOpsUS_505
doy_cos,0.4011524,ResOpsUS_505
storage_trend,0.34174693,ResOpsUS_505
throughput_ratio,0.07938443,ResOpsUS_505
storage_norm,0.013858515,ResOpsUS_505
storage_deficit,0.06994328,ResOpsUS_505
inflow_norm,0.04541498,ResOpsUS_505
inflow_ma7,0.08123217,ResOpsUS_505
inflow_ma30,0.13793463,ResOpsUS_505
inflow_anom7,0.04705316,ResOpsUS_505
inflow,0.5076702,ResOpsUS_509
inflow_lag1,1.9949895,ResOpsUS_509
inflow_lag2,0.8654393,ResOpsUS_509
inflow_lag3,0.37098005,ResOpsUS_509
storage_lag1,0.28670737,ResOpsUS_509
storage_lag2,0.30596069,ResOpsUS_509
doy_sin,0.14605233,ResOpsUS_509
doy_cos,0.23420118,ResOpsUS_509
storage_trend,1.1586089,ResOpsUS_509
throughput_ratio,0.10023539,ResOpsUS_509
storage_norm,0.120944306,ResOpsUS_509
storage_deficit,0.5060582,ResOpsUS_509
inflow_norm,0.11585631,ResOpsUS_509
inflow_ma7,1.6175239,ResOpsUS_509
inflow_ma30,0.30408937,ResOpsUS_509
inflow_anom7,0.04233914,ResOpsUS_509
inflow,7.8508606,ResOpsUS_297
inflow_lag1,48.280853,ResOpsUS_297
inflow_lag2,6.4775996,ResOpsUS_297
inflow_lag3,3.4010289,ResOpsUS_297
storage_lag1,3.6305954,ResOpsUS_297
storage_lag2,2.1082792,ResOpsUS_297
doy_sin,7.1025486,ResOpsUS_297
doy_cos,8.397772,ResOpsUS_297
storage_trend,89.92304,ResOpsUS_297
throughput_ratio,3.9656816,ResOpsUS_297
storage_norm,1.3672694,ResOpsUS_297
storage_deficit,4.9221215,ResOpsUS_297
inflow_norm,2.5611782,ResOpsUS_297
inflow_ma7,12.626807,ResOpsUS_297
inflow_ma30,21.100037,ResOpsUS_297
inflow_anom7,3.5399501,ResOpsUS_297
inflow,0.59510833,ResOpsUS_1122
inflow_lag1,3.5078192,ResOpsUS_1122
inflow_lag2,1.1367875,ResOpsUS_1122
inflow_lag3,0.21586224,ResOpsUS_1122
storage_lag1,0.76322156,ResOpsUS_1122
storage_lag2,7.4626775,ResOpsUS_1122
doy_sin,0.26936916,ResOpsUS_1122
doy_cos,0.16874768,ResOpsUS_1122
storage_trend,4.807132,ResOpsUS_1122
throughput_ratio,0.2596246,ResOpsUS_1122
storage_norm,0.53316563,ResOpsUS_1122
storage_deficit,0.13934939,ResOpsUS_1122
inflow_norm,0.18237351,ResOpsUS_1122
inflow_ma7,1.1599709,ResOpsUS_1122
inflow_ma30,0.38193893,ResOpsUS_1122
inflow_anom7,0.21119459,ResOpsUS_1122
inflow,0.11061924,ResOpsUS_957
inflow_lag1,0.017819911,ResOpsUS_957
inflow_lag2,0.012431423,ResOpsUS_957
inflow_lag3,0.016399642,ResOpsUS_957
storage_lag1,0.029543132,ResOpsUS_957
storage_lag2,0.09995281,ResOpsUS_957
doy_sin,0.014352439,ResOpsUS_957
doy_cos,0.040921547,ResOpsUS_957
storage_trend,0.18660153,ResOpsUS_957
throughput_ratio,0.017249519,ResOpsUS_957
storage_norm,0.013147745,ResOpsUS_957
storage_deficit,0.0098014455,ResOpsUS_957
inflow_norm,0.035440177,ResOpsUS_957
inflow_ma7,0.097811736,ResOpsUS_957
inflow_ma30,0.023347953,ResOpsUS_957
inflow_anom7,0.01897705,ResOpsUS_957
inflow,0.15851095,ResOpsUS_517
inflow_lag1,0.9521491,ResOpsUS_517
inflow_lag2,0.16368806,ResOpsUS_517
inflow_lag3,0.039438065,ResOpsUS_517
storage_lag1,0.043924388,ResOpsUS_517
storage_lag2,0.1158534,ResOpsUS_517
doy_sin,0.037234332,ResOpsUS_517
doy_cos,0.08461865,ResOpsUS_517
storage_trend,1.3761271,ResOpsUS_517
throughput_ratio,0.047222216,ResOpsUS_517
storage_norm,0.028449962,ResOpsUS_517
storage_deficit,0.059753574,ResOpsUS_517
inflow_norm,0.029293116,ResOpsUS_517
inflow_ma7,0.33044076,ResOpsUS_517
inflow_ma30,0.11503506,ResOpsUS_517
inflow_anom7,0.021991702,ResOpsUS_517
inflow,0.020871188,ResOpsUS_378
inflow_lag1,0.07215922,ResOpsUS_378
inflow_lag2,0.0031659305,ResOpsUS_378
inflow_lag3,0.0028882762,ResOpsUS_378
storage_lag1,0.011160612,ResOpsUS_378
storage_lag2,0.03127973,ResOpsUS_378
doy_sin,0.005168277,ResOpsUS_378
doy_cos,0.022786316,ResOpsUS_378
storage_trend,0.23946749,ResOpsUS_378
throughput_ratio,0.00864777,ResOpsUS_378
storage_norm,0.0027574257,ResOpsUS_378
storage_deficit,0.009292073,ResOpsUS_378
inflow_norm,0.004980086,ResOpsUS_378
inflow_ma7,0.03384325,ResOpsUS_378
inflow_ma30,0.0105606355,ResOpsUS_378
inflow_anom7,0.003766983,ResOpsUS_378
inflow,0.11128725,ResOpsUS_1086
inflow_lag1,0.61190015,ResOpsUS_1086
inflow_lag2,0.1827908,ResOpsUS_1086
inflow_lag3,0.066988386,ResOpsUS_1086
storage_lag1,0.087359756,ResOpsUS_1086
storage_lag2,0.16722777,ResOpsUS_1086
doy_sin,0.11158565,ResOpsUS_1086
doy_cos,0.23709628,ResOpsUS_1086
storage_trend,3.317048,ResOpsUS_1086
throughput_ratio,0.28689015,ResOpsUS_1086
storage_norm,0.041483663,ResOpsUS_1086
storage_deficit,0.14747135,ResOpsUS_1086
inflow_norm,0.022591006,ResOpsUS_1086
inflow_ma7,0.14053306,ResOpsUS_1086
inflow_ma30,0.093851864,ResOpsUS_1086
inflow_anom7,0.13008349,ResOpsUS_1086
inflow,1.4070861,ResOpsUS_1796
inflow_lag1,10.267169,ResOpsUS_1796
inflow_lag2,2.8963206,ResOpsUS_1796
inflow_lag3,1.4165646,ResOpsUS_1796
storage_lag1,1.6325375,ResOpsUS_1796
storage_lag2,34.87133,ResOpsUS_1796
doy_sin,0.61667925,ResOpsUS_1796
doy_cos,0.9954605,ResOpsUS_1796
storage_trend,21.5913,ResOpsUS_1796
throughput_ratio,0.60566264,ResOpsUS_1796
storage_norm,1.0311372,ResOpsUS_1796
storage_deficit,1.1285762,ResOpsUS_1796
inflow_norm,0.30947202,ResOpsUS_1796
inflow_ma7,5.945799,ResOpsUS_1796
inflow_ma30,1.8011787,ResOpsUS_1796
inflow_anom7,1.3933134,ResOpsUS_1796
inflow,1.2077737,ResOpsUS_204
inflow_lag1,6.604663,ResOpsUS_204
inflow_lag2,1.3623796,ResOpsUS_204
inflow_lag3,0.2642374,ResOpsUS_204
storage_lag1,1.0378838,ResOpsUS_204
storage_lag2,0.4427252,ResOpsUS_204
doy_sin,1.239574,ResOpsUS_204
doy_cos,5.4360623,ResOpsUS_204
storage_trend,1.5348723,ResOpsUS_204
throughput_ratio,8.814722,ResOpsUS_204
storage_norm,0.25310603,ResOpsUS_204
storage_deficit,0.835489,ResOpsUS_204
inflow_norm,0.645801,ResOpsUS_204
inflow_ma7,1.6244025,ResOpsUS_204
inflow_ma30,0.9303531,ResOpsUS_204
inflow_anom7,0.25266278,ResOpsUS_204
inflow,0.026403524,ResOpsUS_506
inflow_lag1,0.551586,ResOpsUS_506
inflow_lag2,0.010528123,ResOpsUS_506
inflow_lag3,0.009989126,ResOpsUS_506
storage_lag1,0.090308174,ResOpsUS_506
storage_lag2,0.079463236,ResOpsUS_506
doy_sin,0.036253266,ResOpsUS_506
doy_cos,0.4387289,ResOpsUS_506
storage_trend,1.0519022,ResOpsUS_506
throughput_ratio,0.01434823,ResOpsUS_506
storage_norm,0.037283786,ResOpsUS_506
storage_deficit,0.03618426,ResOpsUS_506
inflow_norm,0.0061837328,ResOpsUS_506
inflow_ma7,0.06121697,ResOpsUS_506
inflow_ma30,0.1035532,ResOpsUS_506
inflow_anom7,0.010078173,ResOpsUS_506
inflow,1.1297413,ResOpsUS_1755
inflow_lag1,12.422175,ResOpsUS_1755
inflow_lag2,1.8506968,ResOpsUS_1755
inflow_lag3,0.39919007,ResOpsUS_1755
storage_lag1,1.4471393,ResOpsUS_1755
storage_lag2,1.3663101,ResOpsUS_1755
doy_sin,0.72286063,ResOpsUS_1755
doy_cos,3.6781502,ResOpsUS_1755
storage_trend,24.029242,ResOpsUS_1755
throughput_ratio,0.44740292,ResOpsUS_1755
storage_norm,0.8981753,ResOpsUS_1755
storage_deficit,2.2484827,ResOpsUS_1755
inflow_norm,0.27923107,ResOpsUS_1755
inflow_ma7,0.7961806,ResOpsUS_1755
inflow_ma30,1.9953588,ResOpsUS_1755
inflow_anom7,0.31674686,ResOpsUS_1755
inflow,0.7511256,ResOpsUS_567
inflow_lag1,2.9029508,ResOpsUS_567
inflow_lag2,0.555248,ResOpsUS_567
inflow_lag3,0.067127466,ResOpsUS_567
storage_lag1,0.14542834,ResOpsUS_567
storage_lag2,0.27140442,ResOpsUS_567
doy_sin,0.59673744,ResOpsUS_567
doy_cos,0.38339096,ResOpsUS_567
storage_trend,2.1107037,ResOpsUS_567
throughput_ratio,0.21225815,ResOpsUS_567
storage_norm,0.05945175,ResOpsUS_567
storage_deficit,0.36238417,ResOpsUS_567
inflow_norm,0.18454842,ResOpsUS_567
inflow_ma7,2.5095365,ResOpsUS_567
inflow_ma30,0.38320917,ResOpsUS_567
inflow_anom7,0.05279677,ResOpsUS_567
inflow,0.3542691,ResOpsUS_1782
inflow_lag1,4.940862,ResOpsUS_1782
inflow_lag2,0.89667946,ResOpsUS_1782
inflow_lag3,0.38676685,ResOpsUS_1782
storage_lag1,0.7220887,ResOpsUS_1782
storage_lag2,2.7716424,ResOpsUS_1782
doy_sin,0.36890396,ResOpsUS_1782
doy_cos,0.38236192,ResOpsUS_1782
storage_trend,14.090824,ResOpsUS_1782
throughput_ratio,0.21808413,ResOpsUS_1782
storage_norm,0.30664638,ResOpsUS_1782
storage_deficit,0.4179624,ResOpsUS_1782
inflow_norm,0.104504086,ResOpsUS_1782
inflow_ma7,4.9227276,ResOpsUS_1782
inflow_ma30,1.5930804,ResOpsUS_1782
inflow_anom7,0.32545525,ResOpsUS_1782
inflow,7.835688,ResOpsUS_391
inflow_lag1,17.304482,ResOpsUS_391
inflow_lag2,3.1732807,ResOpsUS_391
inflow_lag3,0.82917964,ResOpsUS_391
storage_lag1,0.61825097,ResOpsUS_391
storage_lag2,0.5059093,ResOpsUS_391
doy_sin,0.8032721,ResOpsUS_391
doy_cos,2.041183,ResOpsUS_391
storage_trend,13.359124,ResOpsUS_391
throughput_ratio,0.49424884,ResOpsUS_391
storage_norm,0.10973307,ResOpsUS_391
storage_deficit,0.2638303,ResOpsUS_391
inflow_norm,1.9841806,ResOpsUS_391
inflow_ma7,7.57582,ResOpsUS_391
inflow_ma30,24.79833,ResOpsUS_391
inflow_anom7,0.20421529,ResOpsUS_391
inflow,1.4712694,ResOpsUS_361
inflow_lag1,1.0801919,ResOpsUS_361
inflow_lag2,0.23761599,ResOpsUS_361
inflow_lag3,0.059212115,ResOpsUS_361
storage_lag1,0.12081696,ResOpsUS_361
storage_lag2,0.1920542,ResOpsUS_361
doy_sin,0.067581296,ResOpsUS_361
doy_cos,0.110413276,ResOpsUS_361
storage_trend,0.67540574,ResOpsUS_361
throughput_ratio,0.061806116,ResOpsUS_361
storage_norm,0.04806271,ResOpsUS_361
storage_deficit,0.07560031,ResOpsUS_361
inflow_norm,0.30631196,ResOpsUS_361
inflow_ma7,0.12828234,ResOpsUS_361
inflow_ma30,0.05006874,ResOpsUS_361
inflow_anom7,0.01243037,ResOpsUS_361
inflow,55.65407,ResOpsUS_413
inflow_lag1,75.99505,ResOpsUS_413
inflow_lag2,5.5158353,ResOpsUS_413
inflow_lag3,0.4641879,ResOpsUS_413
storage_lag1,0.51582754,ResOpsUS_413
storage_lag2,0.722143,ResOpsUS_413
doy_sin,1.0184675,ResOpsUS_413
doy_cos,0.9511882,ResOpsUS_413
storage_trend,4.594483,ResOpsUS_413
throughput_ratio,1.3854703,ResOpsUS_413
storage_norm,0.18700247,ResOpsUS_413
storage_deficit,0.80049664,ResOpsUS_413
inflow_norm,10.036211,ResOpsUS_413
inflow_ma7,11.20101,ResOpsUS_413
inflow_ma30,0.8048736,ResOpsUS_413
inflow_anom7,0.65953153,ResOpsUS_413
inflow,292.66293,ResOpsUS_310
inflow_lag1,276.5441,ResOpsUS_310
inflow_lag2,44.27143,ResOpsUS_310
inflow_lag3,17.566912,ResOpsUS_310
storage_lag1,34.3141,ResOpsUS_310
storage_lag2,25.735106,ResOpsUS_310
doy_sin,35.707596,ResOpsUS_310
doy_cos,97.152336,ResOpsUS_310
storage_trend,259.54388,ResOpsUS_310
throughput_ratio,25.245153,ResOpsUS_310
storage_norm,10.3270855,ResOpsUS_310
storage_deficit,17.357643,ResOpsUS_310
inflow_norm,101.00224,ResOpsUS_310
inflow_ma7,202.7835,ResOpsUS_310
inflow_ma30,41.22019,ResOpsUS_310
inflow_anom7,16.547153,ResOpsUS_310
inflow,62.02599,ResOpsUS_7308
inflow_lag1,6.2085466,ResOpsUS_7308
inflow_lag2,7.499565,ResOpsUS_7308
inflow_lag3,9.126355,ResOpsUS_7308
storage_lag1,3.6845074,ResOpsUS_7308
storage_lag2,6.6818027,ResOpsUS_7308
doy_sin,3.825233,ResOpsUS_7308
doy_cos,3.6442587,ResOpsUS_7308
storage_trend,6.152013,ResOpsUS_7308
throughput_ratio,8.896994,ResOpsUS_7308
storage_norm,1.6631844,ResOpsUS_7308
storage_deficit,4.0491343,ResOpsUS_7308
inflow_norm,16.389765,ResOpsUS_7308
inflow_ma7,7.0744405,ResOpsUS_7308
inflow_ma30,8.164193,ResOpsUS_7308
inflow_anom7,4.1869707,ResOpsUS_7308
inflow,19.850128,ResOpsUS_1709
inflow_lag1,7.9224644,ResOpsUS_1709
inflow_lag2,1.6381617,ResOpsUS_1709
inflow_lag3,0.5565841,ResOpsUS_1709
storage_lag1,1.8618883,ResOpsUS_1709
storage_lag2,1.0413797,ResOpsUS_1709
doy_sin,2.7096589,ResOpsUS_1709
doy_cos,3.7809484,ResOpsUS_1709
storage_trend,6.8451643,ResOpsUS_1709
throughput_ratio,1.4770559,ResOpsUS_1709
storage_norm,0.5306428,ResOpsUS_1709
storage_deficit,3.425602,ResOpsUS_1709
inflow_norm,4.5255632,ResOpsUS_1709
inflow_ma7,1.2928209,ResOpsUS_1709
inflow_ma30,0.6859112,ResOpsUS_1709
inflow_anom7,0.69570273,ResOpsUS_1709
inflow,10.026568,ResOpsUS_1699
inflow_lag1,12.421222,ResOpsUS_1699
inflow_lag2,1.3416923,ResOpsUS_1699
inflow_lag3,0.31979746,ResOpsUS_1699
storage_lag1,1.0816996,ResOpsUS_1699
storage_lag2,0.7803837,ResOpsUS_1699
doy_sin,0.67733914,ResOpsUS_1699
doy_cos,2.013841,ResOpsUS_1699
storage_trend,2.30878,ResOpsUS_1699
throughput_ratio,0.9493231,ResOpsUS_1699
storage_norm,0.37202677,ResOpsUS_1699
storage_deficit,2.0984678,ResOpsUS_1699
inflow_norm,1.9243612,ResOpsUS_1699
inflow_ma7,0.44533005,ResOpsUS_1699
inflow_ma30,0.7328599,ResOpsUS_1699
inflow_anom7,0.40489182,ResOpsUS_1699
inflow,0.44987997,ResOpsUS_438
inflow_lag1,2.1655912,ResOpsUS_438
inflow_lag2,0.06947074,ResOpsUS_438
inflow_lag3,0.058187924,ResOpsUS_438
storage_lag1,0.07681433,ResOpsUS_438
storage_lag2,0.15496595,ResOpsUS_438
doy_sin,0.09407635,ResOpsUS_438
doy_cos,0.23299514,ResOpsUS_438
storage_trend,3.1098928,ResOpsUS_438
throughput_ratio,0.15218982,ResOpsUS_438
storage_norm,0.020926846,ResOpsUS_438
storage_deficit,0.080399975,ResOpsUS_438
inflow_norm,0.08419713,ResOpsUS_438
inflow_ma7,1.4905074,ResOpsUS_438
inflow_ma30,0.45210424,ResOpsUS_438
inflow_anom7,0.037059076,ResOpsUS_438
inflow,0.07455099,ResOpsUS_320
inflow_lag1,0.2340854,ResOpsUS_320
inflow_lag2,0.011722058,ResOpsUS_320
inflow_lag3,0.009105002,ResOpsUS_320
storage_lag1,0.025938457,ResOpsUS_320
storage_lag2,0.026045153,ResOpsUS_320
doy_sin,0.019516394,ResOpsUS_320
doy_cos,0.08412447,ResOpsUS_320
storage_trend,0.9225966,ResOpsUS_320
throughput_ratio,0.028684054,ResOpsUS_320
storage_norm,0.004207116,ResOpsUS_320
storage_deficit,0.012694137,ResOpsUS_320
inflow_norm,0.014474372,ResOpsUS_320
inflow_ma7,0.02940728,ResOpsUS_320
inflow_ma30,0.017006863,ResOpsUS_320
inflow_anom7,0.012000501,ResOpsUS_320
