full,raw_only,no_mass_balance,no_storage_state,no_flow_anomaly,reservoir
0.5316287445156763,-2.237131432571738,-1.5614047971638962,0.5271614948686927,0.45689235558131114,ResOpsUS_953
0.9688676324867999,0.8335187337466827,0.8369404727298552,0.9723956481717757,0.9686298653305896,ResOpsUS_449
0.9692045432658464,0.8315022363224975,0.8186826623914488,0.9674477101493751,0.9676807910303078,ResOpsUS_477
0.88623716783274,0.5226686295456484,0.5042800985841025,0.8852182599535205,0.9040023823362839,ResOpsUS_131
0.9677446308549001,0.785036125319047,0.8093755227286308,0.9716308681986036,0.9662370217302061,ResOpsUS_367
0.73984538670696,0.7357349867669862,0.7711962056963083,0.7391696695682898,0.7521664793682478,ResOpsUS_895
0.7870719561643592,0.45656730528323,0.5182860103629874,0.8048231000907127,0.7878079596326231,ResOpsUS_753
0.8707358894379106,0.5084533070186612,0.5836098097119418,0.8736035352823902,0.8514306960589008,ResOpsUS_307
0.8517938911289369,0.7160720784030289,0.7182420865799178,0.8475724781789511,0.8927322784697536,ResOpsUS_870
0.71164548951475,0.2548574791408841,0.2723076175584339,0.7139778485510098,0.7356776895174887,ResOpsUS_541
0.8673423393571316,0.5915837774768478,0.6334284695341308,0.8743717900760677,0.8513654732002394,ResOpsUS_398
0.9700682332074381,0.7037107011306638,0.6581546679394601,0.968398533449963,0.9690994734356391,ResOpsUS_456
0.8236878149394634,0.7448189447417157,0.7668462787308762,0.8264981584181685,0.587172950421736,ResOpsUS_929
0.855953687665313,0.8392881096663604,0.8457346074765315,0.8520941849021932,0.8475036084101731,ResOpsUS_884
0.8258280280240913,0.7855685398012506,0.7936381829301873,0.8278614410099124,0.827058420205925,ResOpsUS_399
0.866788390189476,0.8515953794985891,0.8629945565573143,0.8561924241030351,0.8580659593933344,ResOpsUS_542
0.9611367463176262,0.7134572085947798,0.7261208234055723,0.959591521135556,0.967625500840233,ResOpsUS_488
0.8366939354030334,0.7420303411217937,0.7499524094584791,0.8422991492204358,0.8470825509590438,ResOpsUS_1121
0.8366939354030334,0.7420303411217937,0.7499524094584791,0.8422991492204358,0.8470825509590438,ResOpsUS_1125
0.8853344582855459,0.9028080516529879,0.8590439954211986,0.8736554621296172,0.9158449079967956,ResOpsUS_1207
0.5384248867477336,0.4873960887249351,0.5148046250158984,0.5464947804831588,0.543051427621933,ResOpsUS_1754
0.9643849493460778,0.7915859642263198,0.8165528333730909,0.96389554558845,0.9670230285225507,ResOpsUS_473
0.9334344268310829,0.6811992084669813,0.6987698849727801,0.9343571092226703,0.9313430193293419,ResOpsUS_390
0.9852733176702609,0.9712281338030351,0.9684297322866382,0.988297354575038,0.9868033362550108,ResOpsUS_511
0.974833132150157,0.8583242628390187,0.8328997434983768,0.979161911222736,0.985145538647108,ResOpsUS_502
0.8669440664044663,0.7813103190773139,0.7722094369492822,0.8644010262033238,0.8650371418585887,ResOpsUS_505
0.9213961928055066,0.8671218125813036,0.827345250823133,0.9272230547720124,0.9240171478208913,ResOpsUS_509
0.9045324972345754,0.29236197458255364,0.37584512624406685,0.904289035990933,0.9012605564382665,ResOpsUS_297
0.9472193757774999,0.8989399285243355,0.9139180376831689,0.9493155211179998,0.9475907693707122,ResOpsUS_1122
0.6323626477930173,0.4842479554575424,0.4721637993225015,0.6484917276400801,0.6313918083355052,ResOpsUS_957
0.9336482313931511,0.6171583807407968,0.5915814471162442,0.9361819642780247,0.938068833313505,ResOpsUS_517
0.9574195379243137,0.6493673167654774,0.6782601781378821,0.9677826645565178,0.9473416549707097,ResOpsUS_378
0.7490131293801536,-0.7172735421212781,-0.7881226605442297,0.7576319935903315,0.799150615825578,ResOpsUS_1086
0.8148453563318188,0.6315401508139138,0.650167417001326,0.8179183854534389,0.7665474105061013,ResOpsUS_1796
0.8100471843796206,0.7817581427250803,0.7689494760834628,0.8184482054513931,0.8140768206807594,ResOpsUS_204
0.9125622797279929,0.6218061690813079,0.6341351883749593,0.9139571757698296,0.9250543773502745,ResOpsUS_506
0.8939194698329844,0.7804306186663831,0.7956248929598426,0.8970411589758092,0.897643680102997,ResOpsUS_1755
0.8456879670658133,0.6691977583980144,0.6474741299490034,0.8421511561168793,0.8473869541654672,ResOpsUS_567
0.941634042694531,0.8472228305338748,0.8480040284809074,0.946180704696233,0.9569569711518702,ResOpsUS_1782
0.9589917422907993,0.8765883866539087,0.897313749659824,0.9565018177440204,0.9537814063506057,ResOpsUS_391
0.9861364981788242,0.9620978939794276,0.9657510728489427,0.9873983237290861,0.9845818656790697,ResOpsUS_361
0.996583325282458,0.9844037550504066,0.9883152968196335,0.9966120695039684,0.9950849343436278,ResOpsUS_413
0.9526339640592797,0.9229334775756929,0.9323900852740233,0.9488667897685013,0.9526039317199801,ResOpsUS_310
0.6216636209709421,0.5909929488177326,0.6083070848088021,0.6257161008749634,0.6033922391592108,ResOpsUS_7308
0.8909442626443413,0.8318123075981319,0.8598943869094737,0.8598639654446072,0.8973692319213289,ResOpsUS_1709
0.9288868343435608,0.9300308802497188,0.9167470853329229,0.9275164397627544,0.9329080385534725,ResOpsUS_1699
0.8841999877617586,0.6349475805825793,0.7584442579061376,0.8878388179910878,0.8655122427321005,ResOpsUS_438
0.7772178560113021,0.42244843729188397,0.48484662366066145,0.7875304600616977,0.7872990534546841,ResOpsUS_320
0.9594798541447959,0.7142083025815074,0.7250600842546733,0.9577451496741862,0.9507656301425736,ResOpsUS_531
0.36693679687017744,0.26791849784871546,0.3843192512022049,0.3655956639207478,0.414070736974553,ResOpsUS_374
0.9043541639056853,0.6833450618977952,0.6844654451835639,0.8968370569280575,0.9136766531070322,ResOpsUS_1151
0.8629484875838006,0.8293370674431112,0.8221229717461208,0.8605307207449567,0.862920188621402,ResOpsUS_469
0.82413194509766,0.8354911041796174,0.818717032577875,0.8372060431221734,0.8284329171918967,ResOpsUS_1691
0.8730420046221974,0.7552451021219877,0.7411774623082097,0.8798533518431026,0.8536019233410084,ResOpsUS_987
0.9628117859364357,0.5891275879295238,0.6507217682000641,0.9659989583049364,0.9382744419289357,ResOpsUS_364
0.8177219117948746,0.8005005063179771,0.8144697014008655,0.829562932395679,0.8211940689011259,ResOpsUS_1712
0.8824672447995914,0.8989544495592134,0.8759970923732477,0.9071100788436545,0.8844251144659033,ResOpsUS_1733
0.9754007210436908,0.7652399743642426,0.6947469041256089,0.9779372591579149,0.9741077739342177,ResOpsUS_868
0.981723339265266,0.8439206543848987,0.8141793860560398,0.9834977732061935,0.9850121490763053,ResOpsUS_450
0.8017248596047986,0.7856719563656818,0.7839030435018582,0.801036346288218,0.78910317963863,ResOpsUS_1742
0.7672555187409019,0.7964621775775043,0.7633946168088254,0.7821681485756659,0.7773280539220218,ResOpsUS_1726
0.07004944136607316,-0.08850109767545722,0.012847209859123021,0.0763281071162808,0.006067293189410017,ResOpsUS_1619
0.573834811381533,0.5682529658104186,0.5670591939882839,0.5977606432190644,0.5912260639322422,ResOpsUS_1650
0.7927628295859486,0.7799978051096124,0.7852411360639948,0.7894150884915401,0.7970259555310313,ResOpsUS_1631
0.9621440897928276,0.960957771995901,0.9627875720999074,0.96167711033353,0.9647008268656152,ResOpsUS_1595
0.6709139338500743,0.5902804346803234,0.5769134140591681,0.6956448506553028,0.6707156487880177,ResOpsUS_1617
0.7750729297848988,0.7469521157099059,0.7274981996997906,0.7842841264222673,0.8019206916617643,ResOpsUS_1636
-0.37231554812600165,-0.45807753021139264,-0.508604740390217,-0.329874365449611,-0.31041721231498554,ResOpsUS_1620
0.9189895053002156,0.9214743061952466,0.9250783784291681,0.9214560971450348,0.9355595915421058,ResOpsUS_1706
0.901590275249426,0.8996826242519762,0.8897707767831421,0.9073964391918945,0.9150234543018367,ResOpsUS_1600
0.8325920157570689,0.839608786513802,0.8511423128085094,0.8492169551668121,0.8399216200213702,ResOpsUS_1723
0.3883477359678468,0.36664815718766497,0.38958446200701535,0.3924959218963415,0.3641205144192281,ResOpsUS_42
0.7314757255806634,0.5269233423168592,0.5681044168671165,0.7384051649003651,0.7429382472680018,ResOpsUS_41
0.8750370860572542,0.7168058227933454,0.8617446824527862,0.817209778526036,0.8299058200245732,ResOpsUS_182
0.8429625061179803,0.838327678280257,0.8117526482218608,0.8379090343491228,0.8608270769726065,ResOpsUS_530
0.8697822840904099,0.7332028024462713,0.7918425563503844,0.8746378516598676,0.8323127768317866,ResOpsUS_132
0.85188420742102,0.7195833554283964,0.7387257770166455,0.843962579213237,0.828044842048296,ResOpsUS_419
0.16511672951900203,0.076998844769809,0.09630263704144737,0.25102319198797707,0.13832354053206242,ResOpsUS_493
0.777606541146757,0.7809040447490242,0.7377134133813084,0.7877494734506063,0.8191620263126045,ResOpsUS_470
0.9265087806375085,0.7651590147066238,0.8312286907614855,0.9143323394936747,0.9083520239254724,ResOpsUS_442
0.8189791279268634,0.7206188019040949,0.7848006569925553,0.8210810529660483,0.7926832900155788,ResOpsUS_1872
0.9737348158432632,0.9283484110336842,0.9342176915724522,0.9721454412016544,0.9529968237925828,ResOpsUS_448
0.8394510688966176,0.7356318922428898,0.6797030151875414,0.8375713466494725,0.8637218159357287,ResOpsUS_777
0.8104035487773562,0.5754165272331709,0.6360589182730085,0.8149732803685396,0.7998976322723701,ResOpsUS_508
0.9243487451149535,0.8162442644738275,0.7690723989727594,0.9479938132376744,0.9407002225415243,ResOpsUS_368
0.826295973214657,0.8786649320205688,0.8317836123323326,0.8334780670239532,0.887114911142382,ResOpsUS_549
0.9536202274194872,0.6766975400874946,0.75394642019899,0.952255692653914,0.9311275685066767,ResOpsUS_338
0.14799382591194798,0.10411118722347801,0.1474594221085811,0.1398776717836453,0.12356928570272674,ResOpsUS_1735
0.9749943631335349,0.8995160533751513,0.8962793650141928,0.9602051705854387,0.9790639492851458,ResOpsUS_518
0.9640679626909128,0.7939149716850026,0.7998814680200392,0.9608542503744886,0.9556500996807623,ResOpsUS_467
0.8812385749889594,0.7946167849965007,0.7695426896740739,0.8666868392253075,0.8876858858642226,ResOpsUS_114
0.2514941425891103,0.23822367574567826,0.2427562638344003,0.2568288808750546,0.22251340884349413,ResOpsUS_524
0.6800564570823119,0.6095681032837716,0.6116567586714164,0.6772100745755337,0.6877339067366548,ResOpsUS_198
0.866031022871782,0.8302919717560807,0.8535106680731551,0.8791291811550265,0.8412456557225794,ResOpsUS_1713
0.988695113813318,0.975303460378298,0.9759268086756382,0.9868109071425397,0.9901117237327445,ResOpsUS_317
0.9231800110155581,0.5960642795823852,0.6521736301629572,0.9229412408429165,0.8898980606815838,ResOpsUS_952
0.934011185007704,0.8405737555674551,0.8945653698863504,0.9369887607745646,0.9264669433982985,ResOpsUS_595
0.7444525452329832,0.587849369162249,0.6983113234739984,0.7305711053827676,0.6619285310759442,ResOpsUS_148
0.7226595924483347,-0.2529145317931367,-0.195907191370003,0.7355993539986043,0.7188001410248711,ResOpsUS_948
0.9528839926264088,0.8451550108095303,0.8792573122299439,0.9576071526103591,0.9465252045283264,ResOpsUS_471
0.9439768639991009,0.897660068035947,0.9048841808853292,0.9419144849504926,0.9505557953589759,ResOpsUS_431
0.836374838052014,0.5161873475689651,0.4782968535705955,0.8447510441162437,0.8274672924460603,ResOpsUS_295
0.8961196018929448,0.8607679314800807,0.8641588590674398,0.8966794240987448,0.8951134703459946,ResOpsUS_133
0.9252244943015722,0.7404484515980976,0.8432638950980353,0.9369999431462346,0.8567816868851479,ResOpsUS_600
0.6682519653487785,0.6367264970990414,0.6736599221776132,0.666123024570709,0.6639472584256327,ResOpsUS_169
0.790694159541345,0.7043004831269262,0.7888756622746544,0.8161468428236662,0.7376876809830006,ResOpsUS_144
0.8753320193516377,0.4971736235226285,0.8719090064352235,0.9240704805107932,0.6222314133182847,ResOpsUS_592
